checklist_id,checklist_tab,checklist_entry,category,mapping_type,guide_location,branch_name,exclusion_reason,source_note_refs,status,notes,objective_id,matched_objective_name,route_block,disposition,prototype_status,deferred_to,match_status,match_source,raw_sheet_row,raw_cell,raw_group,raw_status,raw_detail
CHK-BOOKS-2194,Books,"The Poison Song, Book IV (DB)",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,411,A411,"Regular books, journals and spell tomes",N/N/N,Author: Bristin Xel | Type: Book | Description: Part four of an epic set in the aftermath of the war with the Dwemer and House Dagoth.
CHK-BOOKS-2195,Books,"The Poison Song, Book V (DB)",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,412,A412,"Regular books, journals and spell tomes",N/N/N,Author: Bristin Xel | Type: Book | Description: Part five of an epic set in the aftermath of the war with the Dwemer and House Dagoth.
CHK-BOOKS-2196,Books,"The Poison Song, Book VI (DB)",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,413,A413,"Regular books, journals and spell tomes",N/N/N,Author: Bristin Xel | Type: Book | Description: Part six of an epic set in the aftermath of the war with the Dwemer and House Dagoth.
CHK-BOOKS-2197,Books,"The Poison Song, Book VII (DB)",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,414,A414,"Regular books, journals and spell tomes",N/N/N,Author: Bristin Xel | Type: Book | Description: Part seven of an epic set in the aftermath of the war with the Dwemer and House Dagoth.
CHK-BOOKS-2198,Books,The Posting of the Hunt,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,415,A415,"Regular books, journals and spell tomes",N/N/N,Author: Anonymous/Unknown | Type: Book | Description: A document announcing a ritualistic hunting of a mortal by Daedra
CHK-BOOKS-2199,Books,The Ransom of Zarek,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,416,A416,"Regular books, journals and spell tomes",N/N/N,Author: Marobar Sul | Type: Book | Description: How a boy escapes his kidnappers
CHK-BOOKS-2200,Books,"The Real Barenziah, v1",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,417,A417,"Regular books, journals and spell tomes",N/N/N,"Author: Anonymous/Unknown | Type: Book | Description: A large text describing a young Symmachus and how the death of his mother occurred. Also describes Barenziah's traumatic childhood, and the story of Straw the Nord."
CHK-BOOKS-2201,Books,"The Real Barenziah, v2",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,418,A418,"Regular books, journals and spell tomes",N/N/N,"Author: Anonymous/Unknown | Type: Book | Description: Tells the story of Barenziah's rise and eventual fall while working for the Thieves Guild, and how she was captured by Symmachus. The fates of Straw, Therris and Katisha are revealed here and Barenziah is officially made the Queen of Mournhold."
CHK-BOOKS-2202,Books,"The Real Barenziah, v3",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,419,A419,"Regular books, journals and spell tomes",N/N/N,"Author: Anonymous/Unknown | Type: Book | Description: Barenziah arrives in the Imperial City, meeting Tiber Septim himself. The book then details the affair between them, with Barenziah falling pregnant as a result. Tiber Septim orders that an abortion be performed on her, and she is soon sent childless to Mournhold."
CHK-BOOKS-2203,Books,"The Real Barenziah, v4",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,420,A420,"Regular books, journals and spell tomes",N/N/N,"Author: Anonymous/Unknown | Type: Book | Description: Barenziah arrives in Mournhold and eventually marries Symmachus and bears children with him. The book also details the appearance of Drayven Indoril, with whom she has a brief affair with and results in the Staff of Chaos being stolen."
CHK-BOOKS-2204,Books,"The Real Barenziah, v5",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,421,A421,"Regular books, journals and spell tomes",N/N/N,"Author: Anonymous/Unknown | Type: Book | Description: Due to strained relations between Morrowind and the Empire, Barenziah travels to the Imperial City to speak with the Emperor, during which she gains an inkling of suspicious towards his true identity, and eventually proof. Her husband is later killed, and she has a liaison with the Nightingale, but soon flees the Imperial City for Wayrest and marries King Eadwyre to live a more peaceful, pleasant life."
CHK-BOOKS-2205,Books,The Rear Guard,skill_book,Main-route prototype block,route_anchor_window,,,SN-000051-skill-books-and-reader.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000867,Skill Book: The Rear Guard,,anchored_window,anchored_window,route_anchor_window,matched,book_location_table,422,A422,"Regular books, journals and spell tomes",N/N/N,Author: Tenace Mourl | Type: Skill Book - Light Armor | Description: How a lone man guards a besieged castle and how he obtains his food
CHK-BOOKS-2206,Books,The Reclamations (DB),general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,423,A423,"Regular books, journals and spell tomes",N/N/N,Author: Thara of Rihad | Type: Book | Description: An account of changes in the Dunmer religion following the end of the Tribunal
CHK-BOOKS-2207,Books,The Red Book of Riddles,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,424,A424,"Regular books, journals and spell tomes",N/N/N,Author: Anonymous/Unknown | Type: Book | Description: Small collection of riddles
CHK-BOOKS-2208,Books,The Red Kitchen Reader,skill_book,Main-route prototype block,route_anchor_window,,,SN-000051-skill-books-and-reader.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000897,Skill Book: The Red Kitchen Reader,,anchored_window,anchored_window,route_anchor_window,matched,book_location_table,425,A425,"Regular books, journals and spell tomes",N/N/N,Author: Simocles Quo | Type: Skill Book - Sneak | Description: Autobiographical musings of how the Master of Cuisine came to adore viands
CHK-BOOKS-2209,Books,"The Red Year, Vol I (DB)",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,426,A426,"Regular books, journals and spell tomes",N/N/N,Author: Melis Ravel | Type: Book | Description: Part one in a series of interviews with survivors of the Red Year.
CHK-BOOKS-2210,Books,"The Red Year, Vol II (DB)",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,427,A427,"Regular books, journals and spell tomes",N/N/N,Author: Melis Ravel | Type: Book | Description: Part two in a series of interviews with survivors of the Red Year.
CHK-BOOKS-2211,Books,The Refugees,skill_book,Main-route prototype block,route_anchor_window,,,SN-000051-skill-books-and-reader.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000868,Skill Book: The Refugees,,anchored_window,anchored_window,route_anchor_window,matched,book_location_table,428,A428,"Regular books, journals and spell tomes",N/N/N,Author: Geros Albreigh | Type: Skill Book - Light Armor | Description: History of refugees fleeing the Camoran Usurper
CHK-BOOKS-2212,Books,The Rise and Fall of the Blades,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,429,A429,"Regular books, journals and spell tomes",N/N/N,Author: Anonymous/Unknown | Type: Book | Description: On the Blades' origins and their fate
CHK-BOOKS-2213,Books,The Seed,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,430,A430,"Regular books, journals and spell tomes",N/N/N,Author: Marobar Sul | Type: Book | Description: Book 2 of an incomplete series of fictional stories about the Dwemer
CHK-BOOKS-2214,Books,"The Song of Pelinal, v1",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,431,A431,"Regular books, journals and spell tomes",N/N/N,"Author: Unknown Scholar | Type: Book | Description: The first in the series, this book introduces Pelinal Whitestrake to the reader."
CHK-BOOKS-2215,Books,"The Song of Pelinal, v2",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,432,A432,"Regular books, journals and spell tomes",N/N/N,"Author: Unknown Scholar | Type: Book | Description: The second edition of the series, this book describes how Alessia prayed to the Akatosh to aid her in her struggle."
CHK-BOOKS-2216,Books,"The Song of Pelinal, v3",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,433,A433,"Regular books, journals and spell tomes",N/N/N,"Author: Unknown Scholar | Type: Book | Description: The third edition of the series, this book describes Pelinal's conquest of the Ayleid slavemasters and introduces the Ayleid's ""half-Elf"" champion, Umaril the Unfeathered."
CHK-BOOKS-2217,Books,"The Song of Pelinal, v4",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,434,A434,"Regular books, journals and spell tomes",N/N/N,"Author: Unknown Scholar | Type: Book | Description: The fourth edition of the Song of Pelinal series, this book describes the liberation of the Cyrodiilic population from their Ayleid overlords."
CHK-BOOKS-2218,Books,"The Song of Pelinal, v5",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,435,A435,"Regular books, journals and spell tomes",N/N/N,"Author: Unknown Scholar | Type: Book | Description: The fifth edition of the Song of Pelinal series, this book describes Pelinal's relationship with Morihaus, while also describing Morihaus' relationship with Alessia."
CHK-BOOKS-2219,Books,"The Song of Pelinal, v6",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,436,A436,"Regular books, journals and spell tomes",N/N/N,"Author: Unknown Scholar | Type: Book | Description: The sixth edition of the Song of Pelinal series, this book describes the origins of Pelinal Whitestrake."
CHK-BOOKS-2220,Books,"The Song of Pelinal, v7",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,437,A437,"Regular books, journals and spell tomes",N/N/N,"Author: Unknown Scholar | Type: Book | Description: The seventh edition of the Song of Pelinal series, this book describes Pelinal's death at the hands of Umaril and the Elvish kings."
CHK-BOOKS-2221,Books,"The Song of Pelinal, v8",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,438,A438,"Regular books, journals and spell tomes",N/N/N,"Author: Unknown Scholar | Type: Book | Description: The eight and last edition of the Song of Pelinal series, this book describes the liberation of Man in Cyrodiil, and Pelinal's last words to Alessia."
CHK-BOOKS-2222,Books,"The Sultry Argonian Bard, v1 (DG)",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,439,A439,"Regular books, journals and spell tomes",N/N/N,Author: Ellya Erdain | Type: Book | Description: A short excerpt from Ellya Erdain's play
CHK-BOOKS-2223,Books,The Tale of Dro'Zira,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,440,A440,"Regular books, journals and spell tomes",N/N/N,Author: Sonia Vette | Type: Book | Description: A Khajiit father in the grips of moon-sugar gives his cub a history lesson
CHK-BOOKS-2224,Books,The Talos Mistake,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,441,A441,"Regular books, journals and spell tomes",N/N/N,"Author: Leonora Venatus, Imperial Liaison to the Aldmeri Dominion | Type: Book | Description: Propaganda encouraging acceptance of the ban on the worship of Talos"
CHK-BOOKS-2225,Books,The Third Door,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,442,A442,"Regular books, journals and spell tomes",N/N/N,"Author: Annanar Orme | Type: Book | Description: Tale of a heart-broken, vengeful, axe-wielding woman"
CHK-BOOKS-2226,Books,The Third Era Timeline,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,443,A443,"Regular books, journals and spell tomes",N/N/N,Author: Jaspus Ignateous | Type: Book | Description: An accounting of the most significant events of the Third Era
CHK-BOOKS-2227,Books,The Totems of Hircine,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,444,A444,"Regular books, journals and spell tomes",N/N/N,Author: An Anonymous Werewolf | Type: Book | Description: Werewolf tales regarding artifacts of Hircine
CHK-BOOKS-2228,Books,The True Nature of Orcs,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,445,A445,"Regular books, journals and spell tomes",N/N/N,Author: Anonymous/Unknown | Type: Book | Description: Book detailing the Orsimer race and their origin
CHK-BOOKS-2229,Books,The True Noble's Code (DB),general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,446,A446,"Regular books, journals and spell tomes",N/N/N,Author: Serjo Athyn Sarethi | Type: Book | Description: Serjo Athyn Sarethi
CHK-BOOKS-2230,Books,The Warrior's Charge,skill_book,Main-route prototype block,route_anchor_window,,,SN-000051-skill-books-and-reader.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000843,Skill Book: The Warrior's Charge,,anchored_window,anchored_window,route_anchor_window,matched,book_location_table,447,A447,"Regular books, journals and spell tomes",N/N/N,Author: Anonymous/Unknown | Type: Skill Book - Conjuration | Description: An old poem of the Redguards that deals with the constellations
CHK-BOOKS-2231,Books,The Waters of Oblivion,general_book,Main-route prototype block,TB-031E,,,SN-000054-base-dlc-quest-book-category-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001289,The Waters of Oblivion,,conditional_support,support_candidate_conditional,TB-031E,matched,objective_alias,448,A448,"Regular books, journals and spell tomes",N/N/N,Author: Anonymous/Unknown | Type: Book | Description: A work on the dangers of Daedra and Oblivion
CHK-BOOKS-2232,Books,The Wild Elves,general_book,Main-route prototype block,TB-031E,,,SN-000054-base-dlc-quest-book-category-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001293,The Wild Elves,,later_pass,held_candidate_selection,TB-031E,matched,objective_alias,449,A449,"Regular books, journals and spell tomes",N/N/N,"Author: Kier-Jo Chorvak | Type: Book | Description: Brief description of the Ayleids, or Wild Elves"
CHK-BOOKS-2233,Books,The Windhelm Letters,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,450,A450,"Regular books, journals and spell tomes",N/N/N,Author: Reylia | Type: Book | Description: A series of letters written in the Second Era from a woman in Windhelm to her husband in Solitude
CHK-BOOKS-2234,Books,The Wispmother,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,451,A451,"Regular books, journals and spell tomes",N/N/N,Author: Mathias Etienne | Type: Book | Description: Summation of legends regarding the Wispmothers
CHK-BOOKS-2235,Books,"The Wolf Queen, v1",skill_book,Main-route prototype block,route_anchor_window,,,SN-000051-skill-books-and-reader.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000873,"Skill Book: The Wolf Queen, v1",,anchored_window,anchored_window,route_anchor_window,matched,book_location_table,452,A452,"Regular books, journals and spell tomes",N/N/N,Author: Waughin Jarth | Type: Skill Book - Lockpicking | Description: An epic series concerning the tale of the infamous Queen Potema of Solitude.
CHK-BOOKS-2236,Books,"The Wolf Queen, v2",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,453,A453,"Regular books, journals and spell tomes",N/N/N,Author: Waughin Jarth | Type: Book | Description: A continuation of Potema's tale.
CHK-BOOKS-2237,Books,"The Wolf Queen, v3",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,454,A454,"Regular books, journals and spell tomes",N/N/N,Author: Waughin Jarth | Type: Book | Description: A continuation of Potema's tale.
CHK-BOOKS-2238,Books,"The Wolf Queen, v4",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,455,A455,"Regular books, journals and spell tomes",N/N/N,Author: Waughin Jarth | Type: Book | Description: A continuation of Potema's tale.
CHK-BOOKS-2239,Books,"The Wolf Queen, v5",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,456,A456,"Regular books, journals and spell tomes",N/N/N,Author: Waughin Jarth | Type: Book | Description: A continuation of Potema's tale.
CHK-BOOKS-2240,Books,"The Wolf Queen, v6",general_book,Main-route prototype block,TB-031E,,,SN-000054-base-dlc-quest-book-category-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001294,"The Wolf Queen, v6",,later_pass,held_candidate_selection,TB-031E,matched,objective_alias,457,A457,"Regular books, journals and spell tomes",N/N/N,Author: Waughin Jarth | Type: Book | Description: A continuation of Potema's tale.
CHK-BOOKS-2241,Books,"The Wolf Queen, v7",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,458,A458,"Regular books, journals and spell tomes",N/N/N,Author: Waughin Jarth | Type: Book | Description: A continuation of Potema's tale.
CHK-BOOKS-2242,Books,"The Wolf Queen, v8",general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,459,A459,"Regular books, journals and spell tomes",N/N/N,Author: Waughin Jarth | Type: Book | Description: A continuation of Potema's tale.
CHK-BOOKS-2243,Books,The Woodcutter's Wife,general_book,Explicit exclusion,excluded,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,excluded_with_justification,TB-031A reviewed this broad regular-book checklist row and excluded it from required route coverage; optional broader library completion may be documented separately only if the project scope changes.,,,,,,,support_table_only,book_scope_review,460,A460,"Regular books, journals and spell tomes",N/N/N,Author: Mogen Son of Molag | Type: Book | Description: A grim tale of a lone family in a cabin.
