coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,catalog_worldspace,coordinate_worldspace,world_id,world_name,map_marker_id,map_marker_name,map_marker_page,map_marker_icon_type,map_marker_editor_id,map_marker_form_id,map_marker_dest_form_id,x,y,z,coordinate_status,match_method,match_confidence,distance_scope,source_url,source_id,citations,notes
COORD-000243,LOC-000238,OBJ-002195,Yngol Barrow,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,243,Yngol Barrow,Yngol Barrow,7,YngolBarrowMapMarker,90737,,157767,47259,-13373,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=157767&y=47259&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000244,LOC-000239,OBJ-002196,Yngvild,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,26,Yngvild,Yngvild,4,MapMarkerYngvildREF,90835,,57393,115440,-11717,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=57393&y=115440&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000245,LOC-000240,OBJ-002197,Yorgrim Overlook,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,222,Yorgrim Overlook,Yorgrim Overlook,32,,799743,,94302,53067,-3544,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=94302&y=53067&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000246,LOC-000241,OBJ-002198,Ysgramor's Tomb,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,233,Ysgramor's Tomb,Ysgramor's Tomb,7,YsgramorsTombMapMarkerREF,90834,,94633,120812,-13481,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=94633&y=120812&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000247,LOC-000242,OBJ-002199,Abandoned Lodge,discoverable_non_clearable,base_game,Solstheim,Solstheim,2,solstheim,2516,Abandoned Lodge,Abandoned Lodge,30,,33651560,,35747,52080,5832,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=35747&y=52080&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000248,LOC-000243,OBJ-002200,Abandoned Shack,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,299,Abandoned Shack,Abandoned Shack,30,AbandonedShackMapMarker,337229,,-34082,93830,-13859,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-34082&y=93830&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000249,LOC-000244,OBJ-002201,Alchemist's Shack,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,296,Alchemist's Shack,Alchemist's Shack,30,,866609,,71488,-84160,10656,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=71488&y=-84160&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000250,LOC-000245,OBJ-002202,Ancestor Glade,discoverable_non_clearable,dawnguard,Skyrim,Skyrim,1,skyrim,2282,Ancestor Glade (DG),Ancestor Glade,10,DLC1AncestorGladeMapMarker,33573797,,-13273,-95941,9628,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-13273&y=-95941&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000251,LOC-000246,OBJ-002203,Anga's Mill,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,361,Anga's Mill,Anga's Mill,14,AngasMillMapMarker,90838,,111622,32316,-11877,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=111622&y=32316&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000252,LOC-000247,OBJ-002204,Angi's Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,298,Angi's Camp,Angi's Camp,30,,848509,,-26614,-104900,12540,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-26614&y=-104900&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000253,LOC-000248,OBJ-002205,Anise's Cabin,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,292,Anise's Cabin,Anise's Cabin,30,,890161,,668,-52577,1728,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=668&y=-52577&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000254,LOC-000249,OBJ-002206,Ashfall's Tear,discoverable_non_clearable,ae_creation,Solstheim,Solstheim,2,solstheim,2711,Ashfall's Tear (CC),Ashfall's Tear,4,,,,31612,42654,,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=31612&y=42654&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000255,LOC-000250,OBJ-002207,Bard's Leap Summit,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,194,Bard's Leap Summit,Bard's_Leap_Summit,11,,90638,,-91689,-35972,1956,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-91689&y=-35972&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000256,LOC-000251,OBJ-002208,Battle-Born Farm,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,350,Battle-Born Farm,Battle-Born Farm,19,,90930,,33696,-4928,-4288,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=33696&y=-4928&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000257,LOC-000252,OBJ-002209,Black-Briar Lodge,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,277,Black-Briar Lodge,Black-Briar Lodge,3,,687333,,197983,-97499,9825,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=197983&y=-97499&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000258,LOC-000253,OBJ-002210,Blackbone Isle,discoverable_non_clearable,ae_creation,Skyrim,Skyrim,1,skyrim,2491,Blackbone Isle (CC),Blackbone Isle,4,,,,-200897,113417,,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-200897&y=113417&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000259,LOC-000254,OBJ-002211,Bloodchill Cavern,discoverable_non_clearable,ae_creation,Skyrim,Skyrim,1,skyrim,2498,Bloodchill Cavern (CC),Bloodchill Cavern,4,,,,62832,66590,,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=62832&y=66590&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000260,LOC-000255,OBJ-002212,Blue Palace,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,319,Blue Palace,Blue Palace,41,SolitudeBluePalaceMapMarker,804011,,-51766,100955,-8546,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-51766&y=100955&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000261,LOC-000256,OBJ-002213,Brandy-Mug Farm,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,283,Brandy-Mug Farm,Brandy-Mug Farm,3,,90937,,140367,25867,-12879,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=140367&y=25867&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000262,LOC-000257,OBJ-002214,Brinewater Grotto,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,24,Brinewater Grotto,Brinewater Grotto,4,,181842,,-54050,131834,-13362,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-54050&y=131834&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000263,LOC-000258,OBJ-002215,Bujold's Retreat,discoverable_non_clearable,base_game,Solstheim,Solstheim,2,solstheim,2552,Bujold's Retreat,Bujold's Retreat,5,,33637328,,80276,58550,691,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=80276&y=58550&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000264,LOC-000259,OBJ-002216,Castle Volkihar,discoverable_non_clearable,dawnguard,Skyrim,Skyrim,1,skyrim,2290,Castle Volkihar (DG),Castle Volkihar,6,DLC1VampireCastleMapMarker,33602125,,-177219,147389,-12472,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-177219&y=147389&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000265,LOC-000260,OBJ-002217,Castle Volkihar Balcony,discoverable_non_clearable,dawnguard,Skyrim,Skyrim,1,skyrim,2291,Castle Volkihar Balcony (DG),Castle Volkihar Balcony,31,,33608037,,-168932,149155,-10016,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-168932&y=149155&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000266,LOC-000261,OBJ-002218,Champion's Rest,discoverable_non_clearable,ae_creation,Skyrim,Skyrim,1,skyrim,2490,Champion's Rest (CC),Champion's Rest,7,,,,192118,-65774,,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=192118&y=-65774&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000267,LOC-000262,OBJ-002219,Chillfurrow Farm,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,349,Chillfurrow Farm,Chillfurrow Farm,19,,90940,,31524,-10251,-4120,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=31524&y=-10251&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000268,LOC-000263,OBJ-002220,Cliffside Retreat,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,301,Cliffside Retreat,Cliffside Retreat,30,,729995,,-107785,56746,-7608,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-107785&y=56746&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000269,LOC-000264,OBJ-002221,College of Winterhold,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,356,College of Winterhold,College of Winterhold (place),45,WinterholdCollegeMapMarkerRef,289759,,116259,111530,-7720,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=116259&y=111530&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000270,LOC-000265,OBJ-002222,Crabber's Shanty,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,294,Crabber's Shanty,Crabber's Shanty,30,,943783,,-71486,44119,-12161,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-71486&y=44119&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000271,LOC-000266,OBJ-002223,Crowstooth's Camp,discoverable_non_clearable,base_game,Skyrim,,,,,,,,,,,,,,unmapped_no_marker,manual_unmapped,none,not_comparable,,SRC-000423,SN-000123-location-coordinate-dataset.md,Crowstooth's Camp has no matching Gamemap marker; the UESP page gives relative directions only.
COORD-000272,LOC-000267,OBJ-002224,Dark Brotherhood Sanctuary,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,281,Dark Brotherhood Sanctuary,Dark Brotherhood Sanctuary,3,DBSanctuaryMapMarker,115632,,-41600,-83776,-4368,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-41600&y=-83776&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000273,LOC-000268,OBJ-002225,Darkfall Cave,discoverable_non_clearable,dawnguard,Skyrim,Skyrim,1,skyrim,2284,Darkfall Cave (DG),Darkfall Cave,4,DLC1VQ07MapMarker,33573903,,-154519,72471,-5247,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-154519&y=72471&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000274,LOC-000269,OBJ-002226,Darkwater Crossing,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,212,Darkwater Crossing,Darkwater Crossing,15,DarkwaterCrossingMapMarker,96050,,120428,-33954,-9782,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=120428&y=-33954&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000275,LOC-000270,OBJ-002227,Dawnstar,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,82,Dawnstar,Dawnstar,52,DawnstarMapMarkerREF,96058,,30808,106138,-13921,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=30808&y=106138&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000276,LOC-000271,OBJ-002228,Dawnstar Sanctuary,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,278,Dawnstar Sanctuary,Dawnstar Sanctuary,3,,385190,,31376,113970,-13816,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=31376&y=113970&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000277,LOC-000272,OBJ-002229,Deep Folk Crossing,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,195,Deep Folk Crossing,Deep Folk Crossing,11,,729999,,-168905,59403,-4422,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-168905&y=59403&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000278,LOC-000273,OBJ-002230,Dragon Bridge,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,343,Dragon Bridge,Dragon Bridge,2,DragonBridgeMapMarker,96083,,-102148,82900,-12210,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-102148&y=82900&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000279,LOC-000274,OBJ-002231,Dragonsreach,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,352,Dragonsreach,Dragonsreach,39,WhiterunDragonsReachMapMarker,804013,,26872,209,-1656,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=26872&y=209&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000280,LOC-000275,OBJ-002232,Dushnikh Yal,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,271,Dushnikh Yal,Dushnikh Yal,28,DushnikhYalMapMarkerREF,90686,,-145543,-22742,-1052,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-145543&y=-22742&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000281,LOC-000276,OBJ-002233,East Empire Company Warehouse,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,83,East Empire Company Warehouse,East Empire Company Warehouse,33,,327410,,-66223,98839,-13882,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-66223&y=98839&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000282,LOC-000277,OBJ-002234,Eastmarch Imperial Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,177,Eastmarch Imperial Camp,Eastmarch Imperial Camp,16,MilitaryCampEastmarchImperialMapMarker,612872,,174722,-19865,-1928,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=174722&y=-19865&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000283,LOC-000278,OBJ-002235,Eldergleam Sanctuary,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,34,Eldergleam Sanctuary,Eldergleam Sanctuary,4,EldergleamSanctuaryMapMarkerREF,90807,,119988,-22521,-9735,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=119988&y=-22521&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000284,LOC-000279,OBJ-002236,Falkreath,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,117,Falkreath,Falkreath,50,FalkreathMapMarker,96096,,-30296,-86284,-3107,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-30296&y=-86284&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000285,LOC-000280,OBJ-002237,Falkreath Imperial Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,171,Falkreath Imperial Camp,Falkreath Imperial Camp,16,MilitaryCampFalkreathImperialMapMarker,90755,,-68047,-51560,463,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-68047&y=-51560&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000286,LOC-000281,OBJ-002238,Falkreath Stormcloak Camp,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,329,Falkreath Stormcloak Camp,Falkreath Stormcloak Camp,17,MilitaryCampFalkreathSonsMapMarker,90754,,39501,-74990,13427,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=39501&y=-74990&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000287,LOC-000282,OBJ-002239,Forebears' Holdout,discoverable_non_clearable,dawnguard,Skyrim,Skyrim,1,skyrim,2286,Forebears' Holdout (DG),Forebears' Holdout,4,DLC1ForbearsHoldoutMapMarkerREF,33570046,,-85230,68069,-11231,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-85230&y=68069&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000288,LOC-000283,OBJ-002240,Forgotten Vale,discoverable_non_clearable,dawnguard,Skyrim,Skyrim,1,skyrim,2296,Forgotten Vale (DG),Forgotten Vale,24,,33589472,,-184547,74793,780,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-184547&y=74793&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000289,LOC-000284,OBJ-002241,Fort Amol,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,142,Fort Amol,Fort Amol,6,,90697,,100336,-22861,-9313,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=100336&y=-22861&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000290,LOC-000285,OBJ-002242,Fort Dawnguard,discoverable_non_clearable,dawnguard,Skyrim,Skyrim,1,skyrim,2295,Fort Dawnguard (DG),Fort Dawnguard,6,DLC1DawnguardMapMarkerMain,33636129,,219678,-109576,14244,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=219678&y=-109576&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000291,LOC-000286,OBJ-002243,Fort Dunstad,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,140,Fort Dunstad,Fort Dunstad,6,,90699,,28971,61699,-8536,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=28971&y=61699&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000292,LOC-000287,OBJ-002244,Fort Greenwall,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,138,Fort Greenwall,Fort Greenwall,6,,90701,,167976,-72409,9118,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=167976&y=-72409&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000293,LOC-000288,OBJ-002245,Fort Greymoor,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,141,Fort Greymoor,Fort Greymoor,6,test1,90698,,-13759,-8448,-5552,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-13759&y=-8448&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000294,LOC-000289,OBJ-002246,Fort Hraggstad,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,123,Fort Hraggstad,Fort Hraggstad,6,FortHraggstadMapMarker,259344,,-112292,114083,-5402,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-112292&y=114083&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000295,LOC-000290,OBJ-002247,Fort Kastav,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,137,Fort Kastav,Fort Kastav,6,,90703,,112486,53761,-3032,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=112486&y=53761&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000296,LOC-000291,OBJ-002248,Fort Neugrad,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,136,Fort Neugrad,Fort Neugrad,6,,90704,,33279,-91842,13182,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=33279&y=-91842&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000297,LOC-000292,OBJ-002249,Fort Snowhawk,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,135,Fort Snowhawk,Fort Snowhawk,6,FortSnowhawkMapMarker,90705,,-57034,69662,-11155,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-57034&y=69662&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000298,LOC-000293,OBJ-002250,Fort Sungard,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,134,Fort Sungard,Fort Sungard,6,,90706,,-72571,-24475,183,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-72571&y=-24475&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000299,LOC-000294,OBJ-002251,Froki's Shack,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,297,Froki's Shack,Froki's Shack,30,,866605,,95860,-101621,18789,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=95860&y=-101621&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000300,LOC-000295,OBJ-002252,Frostroot Cave,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,2497,Frostroot Cave (CC),Frostroot Cave,4,,,,191997,-25069,,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=191997&y=-25069&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000301,LOC-000296,OBJ-002253,Frykte Peak,discoverable_non_clearable,base_game,Solstheim,Solstheim,2,solstheim,2504,Frykte Peak,Frykte Peak,11,DLC2FryktePeakMapMarker,33792715,,40331,82291,12305,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=40331&y=82291&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000302,LOC-000297,OBJ-002254,Giant's Tooth,discoverable_non_clearable,ae_creation,Skyrim,Skyrim,1,skyrim,2716,Giant's Tooth (CC),Giant's Tooth,4,,33641408,,164319,150100,416,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=164319&y=150100&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000303,LOC-000298,OBJ-002255,Gjukar's Monument,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,189,Gjukar's Monument,Gjukar's Monument,11,,912782,,-62276,-9459,-5901,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-62276&y=-9459&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000304,LOC-000299,OBJ-002256,Gloombound Mine,discoverable_non_clearable,base_game,Skyrim,Skyrim,1,skyrim,209,Gloombound Mine,Gloombound Mine,15,,90953,,159835,5185,-3571,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=159835&y=5185&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
