geography_record_id,coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,coordinate_worldspace,coordinate_status,distance_scope,route_cluster,route_corridor,nearest_corridor_hub,nearest_corridor_hub_type,nearest_corridor_hub_distance,nearest_major_carriage_origin,nearest_major_carriage_origin_distance,nearest_ferry_terminal,nearest_ferry_terminal_distance,nearest_inn_or_rest,nearest_inn_or_rest_type,nearest_inn_or_rest_distance,nearest_candidate_base,nearest_candidate_base_type,nearest_candidate_base_distance,worldspace_access_model,transport_access_flags,cold_risk,barrier_flags,geography_confidence,citations,notes
GEOG-000225,COORD-000225,LOC-000220,OBJ-002177,Uttering Hills Cave,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,32531,Windhelm Stables,32766,Windhelm ferry,34930,Braidwood Inn,inn,32531,Gallows Hall,ae_home,10774,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000226,COORD-000226,LOC-000221,OBJ-002178,Vahlok's Tomb,clearable_location,dragonborn,Solstheim,exact_marker,same_worldspace_xy,solstheim,thirsk_central,Thirsk Mead Hall,settlement,8160,,,Raven Rock ferry,42984,The Retching Netch,inn,42984,Severin Manor,dragonborn_home,42984,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000227,COORD-000227,LOC-000222,OBJ-002179,Valtheim Towers,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,47083,Whiterun Stables,56956,Windhelm ferry,70796,Nightgate Inn,inn,47083,Tundra Homestead,ae_home,34872,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000228,COORD-000228,LOC-000223,OBJ-002180,Valthume,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,23196,Markarth Stables,67846,Solitude ferry,144786,Old Hroldan Inn,inn,23196,Hendraheim,ae_home,34328,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000229,COORD-000229,LOC-000224,OBJ-002181,Volskygge,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,29699,Solitude carriage origin,66539,Icewater Jetty,36508,Four Shields Tavern,inn,29699,Proudspire Manor,city_home,66539,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000230,COORD-000230,LOC-000225,OBJ-002182,Volunruud,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,39642,Whiterun Stables,42486,Dawnstar ferry,77778,The Bannered Mare,inn,39642,Heljarchen Hall,hearthfire_homestead,22330,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000231,COORD-000231,LOC-000226,OBJ-002183,Water Stone,clearable_location,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,30843,,,Raven Rock ferry,30843,The Retching Netch,inn,30843,Severin Manor,dragonborn_home,30843,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_near | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000232,COORD-000232,LOC-000227,OBJ-002184,Weynon Stones,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,29273,Whiterun Stables,63352,Dawnstar ferry,60729,Nightgate Inn,inn,29273,Heljarchen Hall,hearthfire_homestead,15573,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000233,COORD-000233,LOC-000228,OBJ-002185,White Ridge Barrow,clearable_location,dragonborn,Solstheim,exact_marker,same_worldspace_xy,solstheim,thirsk_central,Thirsk Mead Hall,settlement,37896,,,Raven Rock ferry,41193,The Retching Netch,inn,41193,Severin Manor,dragonborn_home,41193,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000234,COORD-000234,LOC-000229,OBJ-002186,White River Watch,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,23141,Whiterun Stables,23856,Windhelm ferry,105896,The Bannered Mare,inn,23141,Tundra Homestead,ae_home,14889,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000235,COORD-000235,LOC-000230,OBJ-002187,Widow's Watch Ruins,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,40110,Solitude carriage origin,43974,Solitude ferry,43974,Four Shields Tavern,inn,40110,Proudspire Manor,city_home,43974,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000236,COORD-000236,LOC-000231,OBJ-002188,Wind Stone,clearable_location,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,skaal_north,Skaal Village,village,10982,,,Raven Rock ferry,51566,The Retching Netch,inn,51566,Severin Manor,dragonborn_home,51566,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000237,COORD-000237,LOC-000232,OBJ-002189,Windward Ruins,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,17798,Solitude carriage origin,85161,Dawnstar ferry,17798,Windpeak Inn,inn,17798,Windstad Manor,hearthfire_homestead,43606,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000238,COORD-000238,LOC-000233,OBJ-002190,Wolfskull Cave,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,24924,Solitude carriage origin,32666,Solitude ferry,32666,Four Shields Tavern,inn,24924,Proudspire Manor,city_home,32666,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000239,COORD-000239,LOC-000234,OBJ-002191,Wreck Of The Brinehammer,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,35716,Solitude carriage origin,64281,Dawnstar ferry,35716,Windpeak Inn,inn,35716,Windstad Manor,hearthfire_homestead,28974,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold | coastal_or_island_marker,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000240,COORD-000240,LOC-000235,OBJ-002192,Wreck of The Pride of Tel Vos,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,29046,Windhelm Stables,81164,Windhelm ferry,71701,The Frozen Hearth,inn,29046,Hjerim,city_home,71701,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,regional_cold,regional_cold | coastal_or_island_marker,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000241,COORD-000241,LOC-000236,OBJ-002193,Wreck of the Strident Squall,clearable_location,dragonborn,Solstheim,exact_marker,same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,24350,,,Raven Rock ferry,24350,The Retching Netch,inn,24350,Severin Manor,dragonborn_home,24350,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_near | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region | coastal_or_island_marker,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000242,COORD-000242,LOC-000237,OBJ-002194,Wreck of the Winter War,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,47093,Windhelm Stables,53042,Windhelm ferry,47093,Candlehearth Hall,inn,47093,Hjerim,city_home,47093,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold | coastal_or_island_marker,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000243,COORD-000243,LOC-000238,OBJ-002195,Yngol Barrow,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,25557,Windhelm Stables,30437,Windhelm ferry,25557,Candlehearth Hall,inn,25557,Hjerim,city_home,25557,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000244,COORD-000244,LOC-000239,OBJ-002196,Yngvild,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,28165,Windhelm Stables,118923,Dawnstar ferry,28165,Windpeak Inn,inn,28165,Bloodchill Manor,ae_home,49152,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_near,source_listed_cold_interior,source_listed_cold_interior,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000245,COORD-000245,LOC-000240,OBJ-002197,Yorgrim Overlook,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,21649,Windhelm Stables,49562,Windhelm ferry,44313,Nightgate Inn,inn,21649,Bloodchill Manor,ae_home,34252,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000246,COORD-000246,LOC-000241,OBJ-002198,Ysgramor's Tomb,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,23121,Windhelm Stables,103305,Dawnstar ferry,65490,The Frozen Hearth,inn,23121,Bloodchill Manor,ae_home,62860,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000247,COORD-000247,LOC-000242,OBJ-002199,Abandoned Lodge,discoverable_non_clearable,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,17711,,,Raven Rock ferry,17711,The Retching Netch,inn,17711,Severin Manor,dragonborn_home,17711,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_near | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000248,COORD-000248,LOC-000243,OBJ-002200,Abandoned Shack,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,27477,Solitude carriage origin,32702,Solitude ferry,32702,Moorside Inn,inn,27477,Windstad Manor,hearthfire_homestead,11968,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000249,COORD-000249,LOC-000244,OBJ-002201,Alchemist's Shack,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,20488,Whiterun Stables,90714,Windhelm ferry,135568,Vilemyr Inn,inn,20488,Lakeview Manor,hearthfire_homestead,82483,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000250,COORD-000250,LOC-000245,OBJ-002202,Ancestor Glade,discoverable_non_clearable,dawnguard,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,19571,Whiterun Stables,90937,Windhelm ferry,198229,Dead Man's Drink,inn,19571,Lakeview Manor,hearthfire_homestead,26849,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000251,COORD-000251,LOC-000246,OBJ-002203,Anga's Mill,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,23633,Windhelm Stables,25047,Windhelm ferry,23633,Candlehearth Hall,inn,23633,Gallows Hall,ae_home,21461,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000252,COORD-000252,LOC-000247,OBJ-002204,Angi's Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,18977,Whiterun Stables,104396,Solitude ferry,213025,Dead Man's Drink,inn,18977,Lakeview Manor,hearthfire_homestead,39401,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000253,COORD-000253,LOC-000248,OBJ-002205,Anise's Cabin,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,riverwood_helgen_road,Riverwood,village,22653,Whiterun Stables,45474,Windhelm ferry,160707,Sleeping Giant Inn,inn,22653,Lakeview Manor,hearthfire_homestead,19682,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000254,COORD-000254,LOC-000249,OBJ-002206,Ashfall's Tear,discoverable_non_clearable,ae_creation,Solstheim,exact_marker,same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,7639,,,Raven Rock ferry,7639,The Retching Netch,inn,7639,Severin Manor,dragonborn_home,7639,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_adjacent | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000255,COORD-000255,LOC-000250,OBJ-002207,Bard's Leap Summit,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,35188,Markarth Stables,90253,Solitude ferry,143141,Old Hroldan Inn,inn,35188,Hendraheim,ae_home,12499,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000256,COORD-000256,LOC-000251,OBJ-002208,Battle-Born Farm,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,14064,Whiterun Stables,16418,Windhelm ferry,109133,The Bannered Mare,inn,14064,Tundra Homestead,ae_home,7711,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000257,COORD-000257,LOC-000252,OBJ-002209,Black-Briar Lodge,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,24584,Riften Stables,25704,Windhelm ferry,147235,The Bee and Barb,inn,24584,Honeyside,city_home,24584,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000258,COORD-000258,LOC-000253,OBJ-002210,Blackbone Isle,discoverable_non_clearable,ae_creation,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,50564,Markarth Stables,110586,Castle Volkihar ferry,41409,Four Shields Tavern,inn,103357,Dead Man's Dread,ae_home,0,ferry_or_island_access,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,water_or_ferry_access | regional_cold | coastal_or_island_marker,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_or_island_access."
GEOG-000259,COORD-000259,LOC-000254,OBJ-002211,Bloodchill Cavern,discoverable_non_clearable,ae_creation,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,23311,Windhelm Stables,83524,Dawnstar ferry,50888,Nightgate Inn,inn,23311,Bloodchill Manor,ae_home,0,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000260,COORD-000260,LOC-000255,OBJ-002212,Blue Palace,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,13685,Solitude carriage origin,13685,Solitude ferry,13685,The Winking Skeever,inn,13685,Proudspire Manor,city_home,13685,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000261,COORD-000261,LOC-000256,OBJ-002213,Brandy-Mug Farm,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,11100,Windhelm Stables,4487,Windhelm ferry,11100,Candlehearth Hall,inn,11100,Hjerim,city_home,11100,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_adjacent,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000262,COORD-000262,LOC-000257,OBJ-002214,Brinewater Grotto,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,29287,Solitude carriage origin,29287,Solitude ferry,29287,The Winking Skeever,inn,29287,Proudspire Manor,city_home,29287,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000263,COORD-000263,LOC-000258,OBJ-002215,Bujold's Retreat,discoverable_non_clearable,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,thirsk_central,Thirsk Mead Hall,settlement,13002,,,Raven Rock ferry,54698,The Retching Netch,inn,54698,Severin Manor,dragonborn_home,54698,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000264,COORD-000264,LOC-000259,OBJ-002216,Castle Volkihar,discoverable_non_clearable,dawnguard,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,36208,Solitude carriage origin,120136,Castle Volkihar ferry,0,Four Shields Tavern,inn,98967,Dead Man's Dread,ae_home,41409,ferry_or_island_access,major_carriage_origin_remote | ferry_terminal_adjacent,regional_cold,water_or_ferry_access | regional_cold | coastal_or_island_marker,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_or_island_access."
GEOG-000265,COORD-000265,LOC-000260,OBJ-002217,Castle Volkihar Balcony,discoverable_non_clearable,dawnguard,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,32231,Solitude carriage origin,113113,Castle Volkihar ferry,8473,Four Shields Tavern,inn,94074,Dead Man's Dread,ae_home,47948,ferry_or_island_access,major_carriage_origin_remote | ferry_terminal_adjacent,regional_cold,water_or_ferry_access | regional_cold | coastal_or_island_marker,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_or_island_access."
GEOG-000266,COORD-000266,LOC-000261,OBJ-002218,Champion's Rest,discoverable_non_clearable,ae_creation,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,36056,Riften Stables,31499,Windhelm ferry,116342,The Bee and Barb,inn,36056,Honeyside,city_home,36056,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000267,COORD-000267,LOC-000262,OBJ-002219,Chillfurrow Farm,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,12007,Whiterun Stables,13218,Windhelm ferry,113202,The Bannered Mare,inn,12007,Breezehome,city_home,12007,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000268,COORD-000268,LOC-000263,OBJ-002220,Cliffside Retreat,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,26755,Solitude carriage origin,64265,Solitude ferry,64265,Four Shields Tavern,inn,26755,Proudspire Manor,city_home,64265,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000269,COORD-000269,LOC-000264,OBJ-002221,College of Winterhold,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,11172,Windhelm Stables,87655,Windhelm ferry,78218,The Frozen Hearth,inn,11172,Bloodchill Manor,ae_home,69814,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000270,COORD-000270,LOC-000265,OBJ-002222,Crabber's Shanty,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,rorikstead_western_road,Rorikstead,village,39315,Solitude carriage origin,60882,Solitude ferry,60882,Frostfruit Inn,inn,39315,Goldenhills Plantation,ae_farm_home,43498,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000271,COORD-000271,LOC-000266,OBJ-002223,Crowstooth's Camp,discoverable_non_clearable,base_game,,unmapped_no_marker,not_comparable,manual_validation_required,manual_validation_required,,,,,,,,,,,,,,no_marker_manual_validation,major_carriage_origin_unavailable | ferry_terminal_unavailable | manual_transport_validation,not_comparable,no_marker | not_comparable,none,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. No comparable x/y coordinate is available for automated service distance. Access model: no_marker_manual_validation."
GEOG-000272,COORD-000272,LOC-000267,OBJ-002224,Dark Brotherhood Sanctuary,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,11579,Whiterun Stables,94523,Solitude ferry,189864,Dead Man's Drink,inn,11579,Lakeview Manor,hearthfire_homestead,35059,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000273,COORD-000273,LOC-000268,OBJ-002225,Darkfall Cave,discoverable_non_clearable,dawnguard,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,49939,Markarth Stables,67613,Icewater Jetty,49939,Four Shields Tavern,inn,53399,Dead Man's Dread,ae_home,61867,portal_or_quest_transition,major_carriage_origin_regional | ferry_terminal_regional,standard,quest_or_portal_transition,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: portal_or_quest_transition."
