objective_id,objective_name,category,subcategory,route_placement,guide_literal_id_match,guide_name_match,internal_coverage_row_count,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
OBJ-001610,Artifact: Archmage's Robes,unique_item,artifact_clothing,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,none,
OBJ-001611,Artifact: Miraak's Robes,unique_item,artifact_clothing,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Miraak Finale, Lost Knowledge, And Last Black Books",none,
OBJ-001612,Artifact: Azura's Star,unique_item,artifact_other,branch_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001613,Artifact: The Black Star,unique_item,artifact_other,main_route,N,N,1,covered_by_internal_coverage,not_acquired_here,staged_for_ilinalta_artifact_branch,"Winterhold, College Entry, And Saarthal",none,
OBJ-001614,Artifact: The White Phial,unique_item,artifact_other,main_route,N,N,1,covered_by_internal_coverage,not_completed_here,staged_for_repairing_the_phial_reward,Windhelm Murder Investigation And White Phial,none,
OBJ-001615,Unique Item: Bloodcursed Elven Arrow,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Dawnguard Worldspaces,none,
OBJ-001616,Unique Item: Sunhallowed Elven Arrow,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Dawnguard Worldspaces,none,
OBJ-001617,Unique Item: Drainblood Battleaxe,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001618,Unique Item: Steel Battleaxe of Fiery Souls,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,duplicate_covered_by_existing_route,complete,Unique item preservation audit,none,
OBJ-001619,Unique Item: The Woodsman's Friend,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,conditional_if_lakeview_available,conditional_complete_or_staged,Falkreath Land Lakeview Foundation And Glenmoril Coven,none,
OBJ-001620,Unique Item: Angi's Bow,unique_item,unique_weapon,main_route,N,N,2,covered_by_internal_coverage,audited_not_routed_here | placed_in_guide,complete | staged_for_late_archery_scholars_insight_route,Collectible Reconciliation | Southern Warm Corridor,none,
OBJ-001621,Unique Item: Bow of the Hunt,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001622,Unique Item: Drainspell Bow,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001623,Unique Item: Firiniel's End,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination",none,
OBJ-001624,Unique Item: Froki's Bow,unique_item,unique_weapon,main_route,N,N,2,covered_by_internal_coverage,audited_not_routed_here | redistributed_or_gated,complete | staged_for_multi_region_trial_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Southern Warm Corridor,none,
OBJ-001625,Unique Item: Glass Bow of the Stag Prince,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001626,Unique Item: Zephyr,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,completed_now,Arkngthamz And The First Aetherium Shards,none,
OBJ-001627,Unique Item: Blade of Sacrifice,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001628,Unique Item: Blade of Woe,unique_item,unique_weapon,main_route,N,N,2,covered_by_internal_coverage,branch_loot_not_main_continuity | placed_in_guide,complete | staged_for_main_db_later,"Cicero Aventus And The Sanctuary Door | Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001629,Unique Item: Bloodthorn,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001630,Unique Item: Borvir's Dagger,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001631,Unique Item: Dragon Priest Dagger,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination",none,
OBJ-001632,Unique Item: Nettlebane,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Gildergreen Renewal After The War,none,
OBJ-001633,Unique Item: Rundi's Dagger,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001634,Unique Item: Shiv,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001635,Unique Item: Valdr's Lucky Dagger,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,completed_now,complete,Southern Warm Corridor,none,
OBJ-001636,Unique Item: Stormfang,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-001637,Unique Item: Horksbane,unique_item,unique_weapon,main_route,N,N,2,covered_by_internal_coverage,held_for_later | placed_in_guide,complete | held_for_deathbrand_circuit,"Fahlbtharz, Deathbrand, And Karstaag | Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-001638,Unique Item: Hoarfrost,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-001639,Unique Item: Notched Pickaxe,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,duplicate_covered_by_existing_route,complete,"Crafting, Enchanting, Alchemy, and Investments",none,
OBJ-001640,Unique Item: Bloodscythe,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001641,Unique Item: Bolar's Oathblade,unique_item,unique_weapon,main_route,N,N,2,covered_by_internal_coverage,completed_now | held_for_next_section,complete | staged_for_mr013_hircine_bundle,Hircine And Bloated Man's Grotto | Southern Warm Corridor,none,
OBJ-001642,Unique Item: Drainheart Sword,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001643,Unique Item: Eduj,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination",none,
OBJ-001644,Unique Item: Ghostblade,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Windhelm Follow-Up And Eastmarch Roads,none,
OBJ-001645,Unique Item: Red Eagle's Bane,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,conditional_acquired_if_red_eagle_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
OBJ-001646,Unique Item: Soulrender,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001647,Unique Item: Windshear,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001648,Unique Item: Okin,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination",none,
OBJ-001649,Unique Item: Poacher's Axe,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,completed_now,complete,Halted Stream And Silent Moons Level Gate,none,
OBJ-001650,Unique Item: Aegisbane,unique_item,unique_weapon,main_route,N,N,2,covered_by_internal_coverage,audited_not_completed_here | placed_in_guide,complete | staged_for_dark_brotherhood_raldbthar_bundle,Arkngthamz And The First Aetherium Shards | First Brotherhood Contracts And Muiri's Revenge,none,
OBJ-001651,Unique Item: Champion's Cudgel,unique_item,unique_weapon,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-001652,Unique Item: The Longhammer,unique_item,unique_weapon,main_route,N,N,2,covered_by_internal_coverage,acquired_now | redistributed_or_gated,complete,Markarth Prison Daedric Rites And Reach Redoubts | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
OBJ-001653,Unique Item: Trollsbane,unique_item,unique_weapon,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001654,Unique Item: Ahzidal's Armor of Retribution,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-001655,Unique Item: Ahzidal's Boots of Waterwalking,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-001656,Unique Item: Ahzidal's Gauntlets of Warding,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-001657,Unique Item: Ahzidal's Helm of Vision,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-001658,Unique Item: Ancient Helmet of the Unburned,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,none,
OBJ-001659,Unique Item: Ancient Shrouded Armor,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001660,Unique Item: Ancient Shrouded Boots,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001661,Unique Item: Ancient Shrouded Cowl,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001662,Unique Item: Ancient Shrouded Gloves,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001663,Unique Item: Blackguard's Armor,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001664,Unique Item: Blackguard's Boots,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001665,Unique Item: Blackguard's Gloves,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001666,Unique Item: Blackguard's Hood,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001667,Unique Item: Deathbrand Armor,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001668,Unique Item: Deathbrand Boots,unique_item,unique_armor,main_route,N,N,2,covered_by_internal_coverage,placed_in_guide | redistributed_or_gated,complete,"Fahlbtharz, Deathbrand, And Karstaag | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump",none,
OBJ-001669,Unique Item: Deathbrand Gauntlets,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001670,Unique Item: Deathbrand Helm,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001671,Unique Item: Diadem of the Savant,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,none,
OBJ-001672,Unique Item: General Tullius' Armor,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
OBJ-001673,Unique Item: Gilded Wristguards,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001674,Unique Item: Gloves of the Pugilist,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,acquired_now,complete,First Riften Visit And Guild Doorway,none,
OBJ-001675,Unique Item: Guild Master's Armor,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
OBJ-001676,Unique Item: Guild Master's Boots,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
OBJ-001677,Unique Item: Guild Master's Gloves,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
OBJ-001678,Unique Item: Guild Master's Hood,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
OBJ-001679,Unique Item: Helm of Yngol,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,duplicate_covered_by_existing_route,complete,Winterhold coast Yngol route,none,
OBJ-001680,Unique Item: Ironhand Gauntlets,unique_item,unique_armor,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001681,Unique Item: Linwe's Armor,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
OBJ-001682,Unique Item: Linwe's Boots,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
OBJ-001683,Unique Item: Linwe's Gloves,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
OBJ-001684,Unique Item: Linwe's Hood,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
OBJ-001685,Unique Item: Movarth's Boots,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,High Hrothgar Ustengrav Morthal And The Embassy,none,
OBJ-001686,Unique Item: Armor of the Old Gods,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
OBJ-001687,Unique Item: Boots of the Old Gods,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
OBJ-001688,Unique Item: Gauntlets of the Old Gods,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
OBJ-001689,Unique Item: Helmet of the Old Gods,unique_item,unique_armor,main_route,N,N,2,covered_by_internal_coverage,acquired_now | redistributed_or_gated,complete,Markarth Prison Daedric Rites And Reach Redoubts | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
OBJ-001690,Unique Item: Predator's Grace,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001691,Unique Item: Shrouded Armor,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
OBJ-001692,Unique Item: Shrouded Boots,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
OBJ-001693,Unique Item: Shrouded Cowl,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
OBJ-001694,Unique Item: Shrouded Gloves,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
OBJ-001695,Unique Item: Thieves Guild Armor,unique_item,unique_armor,main_route,N,N,2,covered_by_internal_coverage,acquired_now | improved_now,complete,First Riften Visit And Guild Doorway | Goldenglow Honningbrew Solitude And Snow Veil,none,
OBJ-001696,Unique Item: Thieves Guild Boots,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,acquired_now,complete,First Riften Visit And Guild Doorway,none,
OBJ-001697,Unique Item: Thieves Guild Gloves,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,acquired_now,complete,First Riften Visit And Guild Doorway,none,
OBJ-001698,Unique Item: Thieves Guild Hood,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,acquired_now,complete,First Riften Visit And Guild Doorway,none,
OBJ-001699,Unique Item: Torturer's Hood,unique_item,unique_armor,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001700,Unique Item: Tumblerbane Gloves,unique_item,unique_armor,main_route,N,N,2,covered_by_internal_coverage,placed_in_guide | redistributed_or_gated,complete,"Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001701,Unique Item: Ulfric's Bracers,unique_item,unique_armor,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001702,Unique Item: Visage of Mzund,unique_item,unique_armor,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-001703,Unique Item: Boots (Arch-Mage),unique_item,unique_clothing,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,none,
OBJ-001704,Unique Item: Cicero's Boots,unique_item,unique_clothing,main_route,N,N,1,covered_by_internal_coverage,not_routed_here,staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001705,Unique Item: Cicero's Clothes,unique_item,unique_clothing,main_route,N,N,1,covered_by_internal_coverage,not_routed_here,staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001706,Unique Item: Cicero's Gloves,unique_item,unique_clothing,main_route,N,N,1,covered_by_internal_coverage,not_routed_here,staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001707,Unique Item: Cicero's Hat,unique_item,unique_clothing,main_route,N,N,1,covered_by_internal_coverage,not_routed_here,staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001708,Unique Item: Mythic Dawn Robes,unique_item,unique_clothing,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001709,Unique Item: Shrouded Hand Wraps,unique_item,unique_clothing,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
OBJ-001710,Unique Item: Shrouded Hood,unique_item,unique_clothing,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
OBJ-001711,Unique Item: Shrouded Robes,unique_item,unique_clothing,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
OBJ-001712,Unique Item: Shrouded Shoes,unique_item,unique_clothing,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
OBJ-001713,Unique Item: Taron Dreth's Robes,unique_item,unique_clothing,main_route,N,N,2,covered_by_internal_coverage,conditional_natural_window | not_completed_here,conditional_random_encounter | staged_for_post_forge_follow_up,Arkngthamz And The First Aetherium Shards | College Errands Arniel Septimus And Aetherium,none,
OBJ-001714,Unique Item: Ulfric's Boots,unique_item,unique_clothing,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001715,Unique Item: Ulfric's Clothes,unique_item,unique_clothing,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001716,Unique Item: Amulet of Bats,unique_item,unique_jewelry,branch_route,N,N,1,covered_by_internal_coverage,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,none,
OBJ-001717,Unique Item: Amulet of The Gargoyle,unique_item,unique_jewelry,branch_route,N,N,1,covered_by_internal_coverage,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,none,
OBJ-001718,Unique Item: Charmed Necklace,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,staged_now,staged_for_random_encounter,Goldenglow Honningbrew Solitude And Snow Veil,none,
OBJ-001719,Unique Item: The Gauldur Amulet,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Gauldur Legend Finale,none,
OBJ-001720,Unique Item: Kyne's Token,unique_item,unique_jewelry,main_route,N,N,2,covered_by_internal_coverage,audited_not_routed_here | redistributed_or_gated,complete | staged_for_multi_region_trial_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Southern Warm Corridor,none,
OBJ-001721,Unique Item: Locket of Saint Jiub,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Dawnguard Worldspaces,none,
OBJ-001722,Unique Item: Saarthal Amulet,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal",none,
OBJ-001723,Unique Item: Savos Aren's Amulet,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Mzulft And The Winterhold Crisis,none,
OBJ-001724,Unique Item: Skaal Amulet,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,held_for_later,held_for_pickpocket_capable_unique_item_pass,"Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-001725,Unique Item: Yisra's Necklace,unique_item,unique_jewelry,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001726,Unique Item: Circlet of Waterbreathing,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,audited_not_here,staged_for_touching_the_sky,Gauldur Legend Finale,none,
OBJ-001727,Unique Item: Ahzidal's Ring of Arcana,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-001728,Unique Item: Ahzidal's Ring of Necromancy,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-001729,Unique Item: The Bond of Matrimony,unique_item,unique_jewelry,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001730,Unique Item: Enchanted Ring,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal",none,
OBJ-001731,Unique Item: Ilas-Tei's Ring,unique_item,unique_jewelry,main_route,Y,Y,1,covered_by_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
OBJ-001732,Unique Item: Muiri's Ring,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,First Brotherhood Contracts And Muiri's Revenge,none,
OBJ-001733,Unique Item: Nightweaver's Band,unique_item,unique_jewelry,main_route,N,N,2,covered_by_internal_coverage,placed_in_guide | redistributed_or_gated,complete,"Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Security, Shadowmere, And The Brotherhood Endgame",none,
OBJ-001734,Unique Item: Ring of Bloodlust,unique_item,unique_jewelry,main_route,N,N,2,covered_by_internal_coverage,dependency_preserved | placed_in_guide,complete | staged_for_frostmoon_purchase,"Companions Finale, Totems, And Beast-Blood Preservation | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-001735,Unique Item: Ring of Instinct,unique_item,unique_jewelry,main_route,N,N,2,covered_by_internal_coverage,dependency_preserved | placed_in_guide,complete | staged_for_frostmoon_purchase,"Companions Finale, Totems, And Beast-Blood Preservation | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-001736,Unique Item: Ring of The Beast,unique_item,unique_jewelry,branch_route,N,N,1,covered_by_internal_coverage,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,none,
OBJ-001737,Unique Item: Ring of the Erudite,unique_item,unique_jewelry,branch_route,N,N,1,covered_by_internal_coverage,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,none,
OBJ-001738,Unique Item: Ring of the Hunt,unique_item,unique_jewelry,main_route,N,N,2,covered_by_internal_coverage,dependency_preserved | placed_in_guide,complete | staged_for_frostmoon_purchase,"Companions Finale, Totems, And Beast-Blood Preservation | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-001739,Unique Item: Ring of the Moon,unique_item,unique_jewelry,main_route,N,N,2,covered_by_internal_coverage,dependency_preserved | placed_in_guide,complete | staged_for_frostmoon_purchase,"Companions Finale, Totems, And Beast-Blood Preservation | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-001740,Unique Item: Silver-Blood Family Ring,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
OBJ-001741,Unique Item: Vittoria's Wedding Band,unique_item,unique_jewelry,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination",none,
OBJ-001742,Unique Item: Ancient Traveler's Skull,unique_item,unique_misc_item,main_route,N,N,1,covered_by_internal_coverage,retrospectively_placed_in_guide,complete,"Dawnstar, Pale Blade, and Heljarchen",none,
OBJ-001743,Unique Item: Aretino Family Heirloom,unique_item,unique_misc_item,main_route,N,N,2,covered_by_internal_coverage,not_completed_here | placed_in_guide,complete | staged_for_dark_brotherhood_route,Cicero Aventus And The Sanctuary Door | Windhelm Murder Investigation And White Phial,none,
