checklist_id,checklist_tab,checklist_entry,category,mapping_type,coverage_matrix_status,objective_id,matched_objective_name,guide_literal_checklist_id_match,guide_mapped_objective_id_match,guide_entry_match,internal_checklist_coverage_row_count,internal_objective_coverage_row_count,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
CHK-MERCHANTS-1546,Merchants,Phinis Gestor,merchant_reference,Appendix-only checklist,mapped_to_appendix,,,N,N,Y,1,0,covered_by_internal_checklist_coverage,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1547,Merchants,Urag gro-Shub,merchant_reference,Appendix-only checklist,mapped_to_appendix,,,N,N,Y,1,0,covered_by_internal_checklist_coverage,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-UNIQUE-GEAR-1548,Unique Gear,Aegisbane,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001650,Unique Item: Aegisbane,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_completed_here | placed_in_guide,complete | staged_for_dark_brotherhood_raldbthar_bundle,Arkngthamz And The First Aetherium Shards | First Brotherhood Contracts And Muiri's Revenge,none,
CHK-UNIQUE-GEAR-1549,Unique Gear,Amren's Family Sword,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000320,Dungeon Delving (Amren's Family Sword),N,Y,Y,0,3,covered_by_mapped_objective_internal_coverage,accepted_for_first_visit_safety | conditional_if_marker_matches_halted_stream | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | conditional_complete_or_staged | staged_for_later_completion,First Day In Whiterun | Halted Stream And Silent Moons Level Gate | TB-038R order and delayed-task repair register,none,
CHK-UNIQUE-GEAR-1550,Unique Gear,Amulet of Articulation,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001605,Artifact: Amulet of Articulation,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-UNIQUE-GEAR-1551,Unique Gear,Ancient Helmet of the Unburned,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001658,Unique Item: Ancient Helmet of the Unburned,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,none,
CHK-UNIQUE-GEAR-1552,Unique Gear,Ancient Shrouded Armor,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001659,Unique Item: Ancient Shrouded Armor,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-UNIQUE-GEAR-1553,Unique Gear,Ancient Shrouded Boots,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001660,Unique Item: Ancient Shrouded Boots,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-UNIQUE-GEAR-1554,Unique Gear,Ancient Shrouded Cowl,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001661,Unique Item: Ancient Shrouded Cowl,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-UNIQUE-GEAR-1555,Unique Gear,Ancient Shrouded Gloves,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001662,Unique Item: Ancient Shrouded Gloves,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-UNIQUE-GEAR-1556,Unique Gear,Angi's Bow,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001620,Unique Item: Angi's Bow,N,N,Y,2,2,covered_by_internal_checklist_coverage,audited_not_routed_here | placed_in_guide,complete | staged_for_late_archery_scholars_insight_route,Collectible Reconciliation | Southern Warm Corridor,none,
CHK-UNIQUE-GEAR-1557,Unique Gear,Archmage's Boots,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001703,Unique Item: Boots (Arch-Mage),N,N,N,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,none,
CHK-UNIQUE-GEAR-1558,Unique Gear,Archmage's Robes,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001610,Artifact: Archmage's Robes,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,none,
CHK-UNIQUE-GEAR-1559,Unique Gear,Armor of the Old Gods,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001686,Unique Item: Armor of the Old Gods,N,N,N,1,1,covered_by_internal_checklist_coverage,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-UNIQUE-GEAR-1560,Unique Gear,Asgeir's Wedding Band,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000060,Bound Until Death,N,N,N,1,2,covered_by_internal_checklist_coverage,not_routed_here,staged_for_controlled_pickpocket_pass,"Whispers, Solitude Jobs, And The Wedding Assassination",none,
CHK-UNIQUE-GEAR-1561,Unique Gear,Azura's Star,unique_item,Branch-route prototype,mapped_to_branch_prototype,OBJ-001612,Artifact: Azura's Star,N,N,Y,3,3,covered_by_internal_checklist_coverage,branch_route_completed | tb044_closed,branch_complete | complete,The Black Star and Ilinalta's Deep,none,
CHK-UNIQUE-GEAR-1562,Unique Gear,Black Star,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001613,Artifact: The Black Star,N,N,Y,2,4,covered_by_internal_checklist_coverage,completed_in_guide,complete,The Black Star and Ilinalta's Deep,none,
CHK-UNIQUE-GEAR-1563,Unique Gear,Blade of Sacrifice,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001627,Unique Item: Blade of Sacrifice,N,Y,Y,0,1,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
CHK-UNIQUE-GEAR-1564,Unique Gear,Blade of Woe,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001628,Unique Item: Blade of Woe,N,N,Y,1,2,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-UNIQUE-GEAR-1565,Unique Gear,Blades Armor,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000010,Alduin's Wall,N,N,Y,2,3,covered_by_internal_checklist_coverage,not_acquired_here | placed_in_guide,complete | staged_for_level_46_sky_haven_dragonbane,Karthspire Sky Haven And Dragonbane | Main Quest Staging Before Sky Haven,none,
CHK-UNIQUE-GEAR-1566,Unique Gear,Blades Boots,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000010,Alduin's Wall,N,N,Y,2,3,covered_by_internal_checklist_coverage,not_acquired_here | placed_in_guide,complete | staged_for_level_46_sky_haven_dragonbane,Karthspire Sky Haven And Dragonbane | Main Quest Staging Before Sky Haven,none,
CHK-UNIQUE-GEAR-1567,Unique Gear,Blades Gauntlets,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000010,Alduin's Wall,N,N,Y,2,3,covered_by_internal_checklist_coverage,not_acquired_here | placed_in_guide,complete | staged_for_level_46_sky_haven_dragonbane,Karthspire Sky Haven And Dragonbane | Main Quest Staging Before Sky Haven,none,
CHK-UNIQUE-GEAR-1568,Unique Gear,Blades Helmet,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000010,Alduin's Wall,N,N,Y,2,3,covered_by_internal_checklist_coverage,not_acquired_here | placed_in_guide,complete | staged_for_level_46_sky_haven_dragonbane,Karthspire Sky Haven And Dragonbane | Main Quest Staging Before Sky Haven,none,
CHK-UNIQUE-GEAR-1569,Unique Gear,Blades Shield,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000010,Alduin's Wall,N,N,Y,2,3,covered_by_internal_checklist_coverage,not_acquired_here | placed_in_guide,complete | staged_for_level_46_sky_haven_dragonbane,Karthspire Sky Haven And Dragonbane | Main Quest Staging Before Sky Haven,none,
CHK-UNIQUE-GEAR-1570,Unique Gear,Blades Sword,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000010,Alduin's Wall,N,N,Y,2,3,covered_by_internal_checklist_coverage,not_acquired_here | placed_in_guide,complete | staged_for_level_46_sky_haven_dragonbane,Karthspire Sky Haven And Dragonbane | Main Quest Staging Before Sky Haven,none,
CHK-UNIQUE-GEAR-1571,Unique Gear,Bloodthorn,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001629,Unique Item: Bloodthorn,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-UNIQUE-GEAR-1572,Unique Gear,Bolar's Oathblade,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001641,Unique Item: Bolar's Oathblade,N,N,Y,2,2,covered_by_internal_checklist_coverage,completed_now | held_for_next_section,complete | staged_for_mr013_hircine_bundle,Hircine And Bloated Man's Grotto | Southern Warm Corridor,none,
CHK-UNIQUE-GEAR-1573,Unique Gear,Boots of the Old Gods,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001687,Unique Item: Boots of the Old Gods,N,N,N,1,1,covered_by_internal_checklist_coverage,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-UNIQUE-GEAR-1574,Unique Gear,Borvir's Dagger,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001630,Unique Item: Borvir's Dagger,N,Y,Y,0,1,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
CHK-UNIQUE-GEAR-1575,Unique Gear,Bow of the Hunt,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001621,Unique Item: Bow of the Hunt,N,Y,Y,0,1,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
CHK-UNIQUE-GEAR-1576,Unique Gear,Charmed Necklace,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001718,Unique Item: Charmed Necklace,Y,Y,Y,2,2,covered_by_internal_checklist_coverage,needs_route_resolution_added | staged_now,NEEDS ROUTE RESOLUTION | in_progress,Goldenglow Honningbrew Solitude And Snow Veil | TB-038R order and delayed-task repair register,none,
CHK-UNIQUE-GEAR-1577,Unique Gear,Chillrend,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001571,Artifact: Chillrend,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_acquired_here | placed_in_guide,complete | staged_for_level_46_riftweald_entry,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key,none,
CHK-UNIQUE-GEAR-1578,Unique Gear,Cicero's Boots,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001704,Unique Item: Cicero's Boots,N,Y,Y,0,2,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added | not_routed_here,NEEDS ROUTE RESOLUTION | staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame | TB-038R order and delayed-task repair register",none,
CHK-UNIQUE-GEAR-1579,Unique Gear,Cicero's Clothes,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001705,Unique Item: Cicero's Clothes,N,Y,Y,0,2,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added | not_routed_here,NEEDS ROUTE RESOLUTION | staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame | TB-038R order and delayed-task repair register",none,
CHK-UNIQUE-GEAR-1580,Unique Gear,Cicero's Gloves,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001706,Unique Item: Cicero's Gloves,N,Y,Y,0,2,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added | not_routed_here,NEEDS ROUTE RESOLUTION | staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame | TB-038R order and delayed-task repair register",none,
CHK-UNIQUE-GEAR-1581,Unique Gear,Cicero's Hat,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001707,Unique Item: Cicero's Hat,N,Y,Y,0,2,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added | not_routed_here,NEEDS ROUTE RESOLUTION | staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame | TB-038R order and delayed-task repair register",none,
CHK-UNIQUE-GEAR-1582,Unique Gear,Dawnbreaker,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001572,Artifact: Dawnbreaker,N,N,Y,3,3,covered_by_internal_checklist_coverage,completed_in_guide | redistributed_or_gated,complete,Haafingar Caves Volskygge And Night Hunter | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1583,Unique Gear,Diadem of the Savant,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001671,Unique Item: Diadem of the Savant,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,none,
CHK-UNIQUE-GEAR-1584,Unique Gear,Dragon Priest Dagger,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001631,Unique Item: Dragon Priest Dagger,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination",none,
CHK-UNIQUE-GEAR-1585,Unique Gear,Dragon Priest Staff (Rahgot),unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000214,Siege on the Dragon Cult,N,N,Y,1,2,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1586,Unique Gear,Dragonbane,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001573,Artifact: Dragonbane,N,N,Y,3,4,covered_by_internal_checklist_coverage,not_acquired_here | placed_in_guide,complete | staged_for_level_46_sky_haven_dragonbane,Karthspire Sky Haven And Dragonbane | Main Quest Staging Before Sky Haven | Markarth Nchuand-Zel And Old Hroldan,none,
CHK-UNIQUE-GEAR-1587,Unique Gear,Drainblood Battleaxe,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001617,Unique Item: Drainblood Battleaxe,N,Y,Y,0,1,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
CHK-UNIQUE-GEAR-1588,Unique Gear,Drainheart Sword,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001642,Unique Item: Drainheart Sword,N,Y,Y,0,1,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
CHK-UNIQUE-GEAR-1589,Unique Gear,Drainspell Bow,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001622,Unique Item: Drainspell Bow,N,Y,Y,0,1,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
CHK-UNIQUE-GEAR-1590,Unique Gear,Ebony Blade,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001563,Artifact: Ebony Blade,N,N,Y,2,3,covered_by_internal_checklist_coverage,completed_in_guide,complete,Whiterun Mephala Interlude,none,
CHK-UNIQUE-GEAR-1591,Unique Gear,Ebony Mail,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001580,Artifact: Ebony Mail,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1592,Unique Gear,Eduj,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001643,Unique Item: Eduj,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination",none,
CHK-UNIQUE-GEAR-1593,Unique Gear,Emperor's Robes,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000066,Hail Sithis!,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-UNIQUE-GEAR-1594,Unique Gear,Enchanted Ring,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001730,Unique Item: Enchanted Ring,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal",none,
CHK-UNIQUE-GEAR-1595,Unique Gear,Execution Hood,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000055,With Friends Like These...,N,N,Y,1,2,covered_by_internal_checklist_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
CHK-UNIQUE-GEAR-1596,Unique Gear,Eye of Melka,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000338,The Affairs of Hagravens,N,N,Y,1,1,covered_by_internal_checklist_coverage,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-UNIQUE-GEAR-1597,Unique Gear,Firiniel's End,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001623,Unique Item: Firiniel's End,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination",none,
CHK-UNIQUE-GEAR-1598,Unique Gear,Fjola's Wedding Band,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000340,Mistwatch,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1599,Unique Gear,Froki's Bow,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001624,Unique Item: Froki's Bow,N,N,Y,2,2,covered_by_internal_checklist_coverage,audited_not_routed_here | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_multi_region_trial_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Southern Warm Corridor,none,
CHK-UNIQUE-GEAR-1600,Unique Gear,Gadnor's Staff of Charming,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-002012,Clear Crystaldrift Cave,N,N,N,0,2,covered_by_mapped_objective_internal_coverage,audited_not_started_here | redistributed_or_gated,complete | staged_for_gadnors_staff_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Riften Thaneship Frost And Rift Roads,none,
CHK-UNIQUE-GEAR-1601,Unique Gear,Gauldur Blackblade,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001752,Leveled Reward: Gauldur Blackblade,N,N,Y,1,1,covered_by_internal_checklist_coverage,retrospectively_moved_earlier_after_gate,complete,Potema Shield Of Solitude And Bone Wolf,none,
CHK-UNIQUE-GEAR-1602,Unique Gear,Gauldur Blackbow,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001753,Leveled Reward: Gauldur Blackbow,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Gauldur Legend Finale,none,
CHK-UNIQUE-GEAR-1603,Unique Gear,Gauntlets of the Old Gods,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001688,Unique Item: Gauntlets of the Old Gods,N,N,N,1,1,covered_by_internal_checklist_coverage,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-UNIQUE-GEAR-1604,Unique Gear,General Tullius' Armor,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001672,Unique Item: General Tullius' Armor,N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-UNIQUE-GEAR-1605,Unique Gear,Ghostblade,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001644,Unique Item: Ghostblade,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Windhelm Follow-Up And Eastmarch Roads,none,
CHK-UNIQUE-GEAR-1606,Unique Gear,Gilded Wristguards,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001673,Unique Item: Gilded Wristguards,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-UNIQUE-GEAR-1607,Unique Gear,Gloves of the Pugilist,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001674,Unique Item: Gloves of the Pugilist,N,N,Y,1,1,covered_by_internal_checklist_coverage,acquired_now,complete,First Riften Visit And Guild Doorway,none,
CHK-UNIQUE-GEAR-1608,Unique Gear,Guild Master's Armor,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001675,Unique Item: Guild Master's Armor,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-UNIQUE-GEAR-1609,Unique Gear,Guild Master's Boots,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001676,Unique Item: Guild Master's Boots,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-UNIQUE-GEAR-1610,Unique Gear,Guild Master's Gloves,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001677,Unique Item: Guild Master's Gloves,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-UNIQUE-GEAR-1611,Unique Gear,Guild Master's Hood,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001678,Unique Item: Guild Master's Hood,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-UNIQUE-GEAR-1612,Unique Gear,Halldir's Staff,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000186,Rjorn's Drum,N,N,Y,1,2,covered_by_internal_checklist_coverage,placed_in_guide,complete,Bards College Lost Library And Instrument Roads,none,
CHK-UNIQUE-GEAR-1613,Unique Gear,Headsman's Axe,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000247,Kill the Bandit Leader (Ahtar),N,N,N,2,3,covered_by_internal_checklist_coverage,audited_not_routed_here | not_started_here,staged_for_ahtar_favor,Haafingar Caves Volskygge And Night Hunter | Solitude Coast Wild Horse And Wolfskull,none,
CHK-UNIQUE-GEAR-1614,Unique Gear,Helm of Winterhold,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000330,Dungeon Delving (Helm of Winterhold),N,N,Y,2,2,covered_by_internal_checklist_coverage,not_acquired_here | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_later_isolated_random_assignment,Bards College Lost Library And Instrument Roads | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1615,Unique Gear,Helm of Yngol,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001679,Unique Item: Helm of Yngol,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1616,Unique Gear,Helmet of the Old Gods,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001689,Unique Item: Helmet of the Old Gods,N,N,Y,1,2,covered_by_internal_checklist_coverage,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-UNIQUE-GEAR-1617,Unique Gear,Hevnoraak,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001593,Artifact: Hevnoraak (Dragon Priest Mask),N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1618,Unique Gear,Hevnoraak's Staff,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001593,Artifact: Hevnoraak (Dragon Priest Mask),N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1619,Unique Gear,Hrolfdir's Shield,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000284,Dungeon Delving (Hrolfdir's Shield),N,Y,Y,0,2,covered_by_mapped_objective_internal_coverage,audited_not_started_here | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | staged_for_reach_thaneship,Markarth Nchuand-Zel And Old Hroldan | TB-038R order and delayed-task repair register,none,
CHK-UNIQUE-GEAR-1620,Unique Gear,Ilas-Tei's Ring,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001731,Unique Item: Ilas-Tei's Ring,N,Y,Y,0,1,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
CHK-UNIQUE-GEAR-1621,Unique Gear,Ironhand Gauntlets,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001680,Unique Item: Ironhand Gauntlets,N,Y,Y,0,1,covered_by_mapped_objective_internal_coverage,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,none,
CHK-UNIQUE-GEAR-1622,Unique Gear,Kahvozein's Fang,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-000129,Alteration Ritual Spell,N,N,Y,2,4,covered_by_internal_checklist_coverage,alteration_ritual_tool_used | conditional_acquisition_instruction,complete_during_alteration_ritual | conditional,All-Perks Loop | Haafingar Caves Volskygge And Night Hunter,none,
CHK-UNIQUE-GEAR-1623,Unique Gear,Keening,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001560,Artifact: Keening,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,College Errands Arniel Septimus And Aetherium,none,
CHK-UNIQUE-GEAR-1624,Unique Gear,Konahrik,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001594,Artifact: Konahrik (Dragon Priest Mask),N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Collectible Reconciliation,none,
CHK-UNIQUE-GEAR-1625,Unique Gear,Krosis,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001595,Artifact: Krosis (Dragon Priest Mask),N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1626,Unique Gear,Kyne's Token,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001720,Unique Item: Kyne's Token,N,N,Y,1,2,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-UNIQUE-GEAR-1627,Unique Gear,Linwe's Armor,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001681,Unique Item: Linwe's Armor,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-UNIQUE-GEAR-1628,Unique Gear,Linwe's Boots,unique_item,Main-route prototype block,mapped_to_route_prototype,OBJ-001682,Unique Item: Linwe's Boots,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
