audit_area,constraint_id,constraint_source_file,source_section,row_label,constraint_type,objective_id,objective_name,severity,final_coverage_status,guide_locations,route_protection,audit_status,recommended_action,evidence,notes
trophy_dependency,RPCON-001047,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002194,Clear Wreck of the Winter War,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001048,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002195,Clear Yngol Barrow,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001049,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002196,Clear Yngvild,hard_gate,placed_in_main_guide,"Dawnstar, Pale Blade, And Heljarchen",Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001050,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002197,Clear Yorgrim Overlook,hard_gate,placed_in_main_guide,Windhelm Follow-Up And Eastmarch Roads | Windhelm Murder Investigation And White Phial,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001051,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002198,Clear Ysgramor's Tomb,hard_gate,placed_in_main_guide,"Companions Finale, Totems, And Beast-Blood Preservation",Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001052,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002199,Discover Abandoned Lodge,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001053,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002200,Discover Abandoned Shack,hard_gate,placed_in_main_guide,Cicero Aventus And The Sanctuary Door,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001054,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002201,Discover Alchemist's Shack,hard_gate,placed_in_main_guide,High-Risk AE Routes and Separate Worldspaces,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001055,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002202,Discover Ancestor Glade,hard_gate,placed_in_main_guide,Dawnguard Worldspaces,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001056,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002203,Discover Anga's Mill,hard_gate,placed_in_main_guide,First Brotherhood Contracts And Muiri's Revenge,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001057,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002204,Discover Angi's Camp,hard_gate,placed_in_main_guide,Collectible Reconciliation | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Southern Warm Corridor,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001058,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002205,Discover Anise's Cabin,hard_gate,placed_in_main_guide,Helgen Riverwood And First Survival Loop | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001059,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002206,Discover Ashfall's Tear,hard_gate,placed_in_main_guide,Ghosts Of The Tribunal And Trueflame,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001060,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002207,Discover Bard's Leap Summit,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001061,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002208,Discover Battle-Born Farm,hard_gate,placed_in_main_guide,Guardian Stones Cache And Whiterun Farm Loop,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001062,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002209,Discover Black-Briar Lodge,hard_gate,placed_in_main_guide,Riften Thaneship Frost And Rift Roads,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001063,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002210,Discover Blackbone Isle,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001064,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002211,Discover Bloodchill Cavern,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001065,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002212,Discover Blue Palace,hard_gate,placed_in_main_guide,Goldenglow Honningbrew Solitude And Snow Veil,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001066,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002213,Discover Brandy-Mug Farm,hard_gate,placed_in_main_guide,Windhelm Murder Investigation And White Phial,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001067,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002214,Discover Brinewater Grotto,hard_gate,placed_in_main_guide,Goldenglow Honningbrew Solitude And Snow Veil,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001068,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002215,Discover Bujold's Retreat,hard_gate,placed_in_main_guide,"Vahlok's Tomb, Riekling Roads, And Thirsk",Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001069,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002216,Discover Castle Volkihar,hard_gate,placed_in_main_guide,Dawnguard Fork And Volkihar Branch | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001070,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002217,Discover Castle Volkihar Balcony,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001071,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002218,Discover Champion's Rest,hard_gate,placed_in_main_guide,High-Risk AE Routes and Separate Worldspaces,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001072,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002219,Discover Chillfurrow Farm,hard_gate,placed_in_main_guide,Guardian Stones Cache And Whiterun Farm Loop,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001073,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002220,Discover Cliffside Retreat,hard_gate,placed_in_main_guide,Haafingar Caves Volskygge And Night Hunter | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001074,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002221,Discover College of Winterhold,hard_gate,placed_in_main_guide,"Winterhold, College Entry, And Saarthal",Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001075,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002222,Discover Crabber's Shanty,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001076,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002223,Discover Crowstooth's Camp,hard_gate,placed_in_main_guide,High-Risk AE Routes and Separate Worldspaces,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001077,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002224,Discover Dark Brotherhood Sanctuary,hard_gate,placed_in_main_guide,Cicero Aventus And The Sanctuary Door,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001078,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002225,Discover Darkfall Cave,hard_gate,placed_in_main_guide,Dawnguard Worldspaces,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001079,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002226,Discover Darkwater Crossing,hard_gate,placed_in_main_guide,Riften Thaneship Frost And Rift Roads,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001080,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002227,Discover Dawnstar,hard_gate,placed_in_main_guide,Bards College Lost Library And Instrument Roads | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001081,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002228,Discover Dawnstar Sanctuary,hard_gate,placed_in_main_guide,"Security, Shadowmere, And The Brotherhood Endgame",Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001082,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002229,Discover Deep Folk Crossing,hard_gate,placed_in_main_guide,Arkngthamz And The First Aetherium Shards,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001083,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002230,Discover Dragon Bridge,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Solitude Coast Dragon Bridge Wild Horse And Wolfskull,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001084,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002231,Discover Dragonsreach,hard_gate,placed_in_main_guide,First Day In Whiterun,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001085,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002232,Discover Dushnikh Yal,hard_gate,placed_in_main_guide,Markarth Prison Daedric Rites And Reach Redoubts | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001086,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002233,Discover East Empire Company Warehouse,hard_gate,placed_in_main_guide,Goldenglow Honningbrew Solitude And Snow Veil,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001087,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002234,Discover Eastmarch Imperial Camp,hard_gate,placed_in_main_guide,Imperial Civil War,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001088,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002235,Discover Eldergleam Sanctuary,hard_gate,placed_in_main_guide,Gildergreen Renewal After The War,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001089,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002236,Discover Falkreath,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Saadia First Horse Falkreath Mead And Western Road Support,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001090,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002237,Discover Falkreath Imperial Camp,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001091,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002238,Discover Falkreath Stormcloak Camp,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001092,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002239,Discover Forebears' Holdout,hard_gate,placed_in_main_guide,Dawnguard Fork And Volkihar Branch | Fort Dawnguard Recruits Prophet And Lost Relics,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001093,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002240,Discover Forgotten Vale,hard_gate,placed_in_main_guide,Dawnguard Worldspaces,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001094,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002241,Discover Fort Amol,hard_gate,placed_in_main_guide,Imperial Civil War,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001095,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002242,Discover Fort Dawnguard,hard_gate,placed_in_main_guide,Dawnguard Fork And Volkihar Branch,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001096,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002243,Discover Fort Dunstad,hard_gate,placed_in_main_guide,Imperial Civil War,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001097,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002244,Discover Fort Greenwall,hard_gate,placed_in_main_guide,Imperial Civil War,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001098,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002245,Discover Fort Greymoor,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Saadia First Horse And Western Road Support,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001099,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002246,Discover Fort Hraggstad,hard_gate,placed_in_main_guide,Imperial Civil War,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001100,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002247,Discover Fort Kastav,hard_gate,placed_in_main_guide,Imperial Civil War,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-001101,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Explorer,trophy_dependency,OBJ-002248,Discover Fort Neugrad,hard_gate,placed_in_main_guide,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Route protection: Discover at least 100 source-listed map markers and validate location counter during route QA.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000078 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
