objective_id,objective_name,category,subcategory,route_placement,final_coverage_status,internal_coverage_row_count,coverage_statuses,completion_statuses,guide_locations
OBJ-001647,Unique Item: Windshear,unique_item,unique_weapon,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001648,Unique Item: Okin,unique_item,unique_weapon,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination"
OBJ-001649,Unique Item: Poacher's Axe,unique_item,unique_weapon,main_route,placed_in_main_guide,1,completed_now,complete,Halted Stream And Silent Moons Level Gate
OBJ-001650,Unique Item: Aegisbane,unique_item,unique_weapon,main_route,placed_in_main_guide,2,audited_not_completed_here | placed_in_guide,complete | staged_for_dark_brotherhood_raldbthar_bundle,Arkngthamz And The First Aetherium Shards | First Brotherhood Contracts And Muiri's Revenge
OBJ-001651,Unique Item: Champion's Cudgel,unique_item,unique_weapon,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings"
OBJ-001652,Unique Item: The Longhammer,unique_item,unique_weapon,main_route,placed_in_main_guide,2,acquired_now | redistributed_or_gated,complete,Markarth Prison Daedric Rites And Reach Redoubts | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-001653,Unique Item: Trollsbane,unique_item,unique_weapon,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001654,Unique Item: Ahzidal's Armor of Retribution,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-001655,Unique Item: Ahzidal's Boots of Waterwalking,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-001656,Unique Item: Ahzidal's Gauntlets of Warding,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-001657,Unique Item: Ahzidal's Helm of Vision,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-001658,Unique Item: Ancient Helmet of the Unburned,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus
OBJ-001659,Unique Item: Ancient Shrouded Armor,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001660,Unique Item: Ancient Shrouded Boots,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001661,Unique Item: Ancient Shrouded Cowl,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001662,Unique Item: Ancient Shrouded Gloves,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001663,Unique Item: Blackguard's Armor,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag"
OBJ-001664,Unique Item: Blackguard's Boots,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag"
OBJ-001665,Unique Item: Blackguard's Gloves,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag"
OBJ-001666,Unique Item: Blackguard's Hood,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag"
OBJ-001667,Unique Item: Deathbrand Armor,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag"
OBJ-001668,Unique Item: Deathbrand Boots,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag"
OBJ-001669,Unique Item: Deathbrand Gauntlets,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag"
OBJ-001670,Unique Item: Deathbrand Helm,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag"
OBJ-001671,Unique Item: Diadem of the Savant,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus
OBJ-001672,Unique Item: General Tullius' Armor,unique_item,unique_armor,main_route,placed_in_main_guide,1,branch_experienced,branch_complete,Civil War Stormcloak Branch
OBJ-001673,Unique Item: Gilded Wristguards,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001674,Unique Item: Gloves of the Pugilist,unique_item,unique_armor,main_route,placed_in_main_guide,1,acquired_now,complete,First Riften Visit And Guild Doorway
OBJ-001675,Unique Item: Guild Master's Armor,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001676,Unique Item: Guild Master's Boots,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001677,Unique Item: Guild Master's Gloves,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001678,Unique Item: Guild Master's Hood,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001679,Unique Item: Helm of Yngol,unique_item,unique_armor,main_route,placed_in_main_guide,1,duplicate_covered_by_existing_route,complete,Winterhold coast Yngol route
OBJ-001680,Unique Item: Ironhand Gauntlets,unique_item,unique_armor,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001681,Unique Item: Linwe's Armor,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001682,Unique Item: Linwe's Boots,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001683,Unique Item: Linwe's Gloves,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001684,Unique Item: Linwe's Hood,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001685,Unique Item: Movarth's Boots,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,High Hrothgar Ustengrav Morthal And The Embassy
OBJ-001686,Unique Item: Armor of the Old Gods,unique_item,unique_armor,main_route,placed_in_main_guide,1,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-001687,Unique Item: Boots of the Old Gods,unique_item,unique_armor,main_route,placed_in_main_guide,1,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-001688,Unique Item: Gauntlets of the Old Gods,unique_item,unique_armor,main_route,placed_in_main_guide,1,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-001689,Unique Item: Helmet of the Old Gods,unique_item,unique_armor,main_route,placed_in_main_guide,2,acquired_now | redistributed_or_gated,complete,Markarth Prison Daedric Rites And Reach Redoubts | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-001690,Unique Item: Predator's Grace,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001691,Unique Item: Shrouded Armor,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door
OBJ-001692,Unique Item: Shrouded Boots,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door
OBJ-001693,Unique Item: Shrouded Cowl,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door
OBJ-001694,Unique Item: Shrouded Gloves,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door
OBJ-001695,Unique Item: Thieves Guild Armor,unique_item,unique_armor,main_route,placed_in_main_guide,2,acquired_now | improved_now,complete,First Riften Visit And Guild Doorway | Goldenglow Honningbrew Solitude And Snow Veil
OBJ-001696,Unique Item: Thieves Guild Boots,unique_item,unique_armor,main_route,placed_in_main_guide,1,acquired_now,complete,First Riften Visit And Guild Doorway
OBJ-001697,Unique Item: Thieves Guild Gloves,unique_item,unique_armor,main_route,placed_in_main_guide,1,acquired_now,complete,First Riften Visit And Guild Doorway
OBJ-001698,Unique Item: Thieves Guild Hood,unique_item,unique_armor,main_route,placed_in_main_guide,1,acquired_now,complete,First Riften Visit And Guild Doorway
OBJ-001699,Unique Item: Torturer's Hood,unique_item,unique_armor,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001700,Unique Item: Tumblerbane Gloves,unique_item,unique_armor,main_route,placed_in_main_guide,2,placed_in_guide | redistributed_or_gated,complete,"Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001701,Unique Item: Ulfric's Bracers,unique_item,unique_armor,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001702,Unique Item: Visage of Mzund,unique_item,unique_armor,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag"
OBJ-001703,Unique Item: Boots (Arch-Mage),unique_item,unique_clothing,main_route,placed_in_main_guide,1,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus
OBJ-001704,Unique Item: Cicero's Boots,unique_item,unique_clothing,main_route,unresolved,2,needs_route_resolution_added | not_routed_here,NEEDS ROUTE RESOLUTION | staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame | TB-038R order and delayed-task repair register"
OBJ-001705,Unique Item: Cicero's Clothes,unique_item,unique_clothing,main_route,unresolved,2,needs_route_resolution_added | not_routed_here,NEEDS ROUTE RESOLUTION | staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame | TB-038R order and delayed-task repair register"
OBJ-001706,Unique Item: Cicero's Gloves,unique_item,unique_clothing,main_route,unresolved,2,needs_route_resolution_added | not_routed_here,NEEDS ROUTE RESOLUTION | staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame | TB-038R order and delayed-task repair register"
OBJ-001707,Unique Item: Cicero's Hat,unique_item,unique_clothing,main_route,unresolved,2,needs_route_resolution_added | not_routed_here,NEEDS ROUTE RESOLUTION | staged_for_controlled_pickpocket_or_clothing_pass,"Security, Shadowmere, And The Brotherhood Endgame | TB-038R order and delayed-task repair register"
OBJ-001708,Unique Item: Mythic Dawn Robes,unique_item,unique_clothing,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001709,Unique Item: Shrouded Hand Wraps,unique_item,unique_clothing,main_route,placed_in_main_guide,1,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door
OBJ-001710,Unique Item: Shrouded Hood,unique_item,unique_clothing,main_route,placed_in_main_guide,1,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door
OBJ-001711,Unique Item: Shrouded Robes,unique_item,unique_clothing,main_route,placed_in_main_guide,1,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door
OBJ-001712,Unique Item: Shrouded Shoes,unique_item,unique_clothing,main_route,placed_in_main_guide,1,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door
OBJ-001713,Unique Item: Taron Dreth's Robes,unique_item,unique_clothing,main_route,placed_in_main_guide,2,conditional_natural_window | not_completed_here,conditional_random_encounter | staged_for_post_forge_follow_up,Arkngthamz And The First Aetherium Shards | College Errands Arniel Septimus And Aetherium
OBJ-001714,Unique Item: Ulfric's Boots,unique_item,unique_clothing,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001715,Unique Item: Ulfric's Clothes,unique_item,unique_clothing,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001716,Unique Item: Amulet of Bats,unique_item,unique_jewelry,branch_route,branch_handled,1,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch
OBJ-001717,Unique Item: Amulet of The Gargoyle,unique_item,unique_jewelry,branch_route,branch_handled,1,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch
OBJ-001718,Unique Item: Charmed Necklace,unique_item,unique_jewelry,main_route,unresolved,2,needs_route_resolution_added | staged_now,NEEDS ROUTE RESOLUTION | staged_for_random_encounter,Goldenglow Honningbrew Solitude And Snow Veil | TB-038R order and delayed-task repair register
OBJ-001719,Unique Item: The Gauldur Amulet,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,placed_in_guide,complete,Gauldur Legend Finale
OBJ-001720,Unique Item: Kyne's Token,unique_item,unique_jewelry,main_route,placed_in_main_guide,2,audited_not_routed_here | redistributed_or_gated,complete | staged_for_multi_region_trial_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Southern Warm Corridor
OBJ-001721,Unique Item: Locket of Saint Jiub,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,placed_in_guide,complete,Dawnguard Worldspaces
OBJ-001722,Unique Item: Saarthal Amulet,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal"
OBJ-001723,Unique Item: Savos Aren's Amulet,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,placed_in_guide,complete,Mzulft And The Winterhold Crisis
OBJ-001724,Unique Item: Skaal Amulet,unique_item,unique_jewelry,main_route,unresolved,2,held_for_later | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | held_for_pickpocket_capable_unique_item_pass,"TB-038R order and delayed-task repair register | Temple Of Miraak, Skaal, And Stalhrim"
OBJ-001725,Unique Item: Yisra's Necklace,unique_item,unique_jewelry,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001726,Unique Item: Circlet of Waterbreathing,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,audited_not_here,staged_for_touching_the_sky,Gauldur Legend Finale
OBJ-001727,Unique Item: Ahzidal's Ring of Arcana,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-001728,Unique Item: Ahzidal's Ring of Necromancy,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-001729,Unique Item: The Bond of Matrimony,unique_item,unique_jewelry,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001730,Unique Item: Enchanted Ring,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal"
OBJ-001731,Unique Item: Ilas-Tei's Ring,unique_item,unique_jewelry,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-001732,Unique Item: Muiri's Ring,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,placed_in_guide,complete,First Brotherhood Contracts And Muiri's Revenge
OBJ-001733,Unique Item: Nightweaver's Band,unique_item,unique_jewelry,main_route,placed_in_main_guide,2,placed_in_guide | redistributed_or_gated,complete,"Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001734,Unique Item: Ring of Bloodlust,unique_item,unique_jewelry,main_route,placed_in_main_guide,2,dependency_preserved | placed_in_guide,complete | staged_for_frostmoon_purchase,"Companions Finale, Totems, And Beast-Blood Preservation | Solstheim Entry, Raven Rock Core, And Frostmoon Rings"
OBJ-001735,Unique Item: Ring of Instinct,unique_item,unique_jewelry,main_route,placed_in_main_guide,2,dependency_preserved | placed_in_guide,complete | staged_for_frostmoon_purchase,"Companions Finale, Totems, And Beast-Blood Preservation | Solstheim Entry, Raven Rock Core, And Frostmoon Rings"
OBJ-001736,Unique Item: Ring of The Beast,unique_item,unique_jewelry,branch_route,branch_handled,1,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch
OBJ-001737,Unique Item: Ring of the Erudite,unique_item,unique_jewelry,branch_route,branch_handled,1,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch
OBJ-001738,Unique Item: Ring of the Hunt,unique_item,unique_jewelry,main_route,placed_in_main_guide,2,dependency_preserved | placed_in_guide,complete | staged_for_frostmoon_purchase,"Companions Finale, Totems, And Beast-Blood Preservation | Solstheim Entry, Raven Rock Core, And Frostmoon Rings"
OBJ-001739,Unique Item: Ring of the Moon,unique_item,unique_jewelry,main_route,placed_in_main_guide,2,dependency_preserved | placed_in_guide,complete | staged_for_frostmoon_purchase,"Companions Finale, Totems, And Beast-Blood Preservation | Solstheim Entry, Raven Rock Core, And Frostmoon Rings"
OBJ-001740,Unique Item: Silver-Blood Family Ring,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-001741,Unique Item: Vittoria's Wedding Band,unique_item,unique_jewelry,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Whispers, Solitude Jobs, And The Wedding Assassination"
OBJ-001742,Unique Item: Ancient Traveler's Skull,unique_item,unique_misc_item,main_route,placed_in_main_guide,1,retrospectively_placed_in_guide,complete,"Dawnstar, Pale Blade, and Heljarchen"
OBJ-001743,Unique Item: Aretino Family Heirloom,unique_item,unique_misc_item,main_route,placed_in_main_guide,2,not_completed_here | placed_in_guide,complete | staged_for_dark_brotherhood_route,Cicero Aventus And The Sanctuary Door | Windhelm Murder Investigation And White Phial
OBJ-001744,Unique Item: Balbus's Fork,unique_item,unique_misc_item,main_route,unresolved,3,NEEDS ROUTE RESOLUTION | needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution | unresolved_random_encounter,"Collectible Reconciliation | Final Reconciliation | Security, Shadowmere, And The Brotherhood Endgame"
OBJ-001745,Unique Item: The Dancer's Flute,unique_item,unique_misc_item,main_route,placed_in_main_guide,1,placed_in_guide,complete,Windhelm Murder Investigation And White Phial
OBJ-001746,Unique Item: Exquisite Sapphire,unique_item,unique_misc_item,main_route,placed_in_main_guide,4,held_for_later | placed_in_guide | redistributed_or_gated,complete | held_for_paid_in_full_completion | held_for_riften_letter_handoff,"Fahlbtharz, Deathbrand, And Karstaag | Ghosts Of The Tribunal And Trueflame | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Solstheim Entry, Raven Rock Core, And Frostmoon Rings"
OBJ-001747,Unique Item: Michaela's Flagon,unique_item,unique_misc_item,main_route,placed_in_main_guide,1,retrospectively_placed_in_guide,complete,"High Hrothgar, Ustengrav, Morthal, and the Embassy"
OBJ-001748,Unique Item: Skull (Dragonborn),unique_item,unique_misc_item,main_route,placed_in_main_guide,1,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West
OBJ-001749,Unique Item: Ysgramor's Soup Spoon,unique_item,unique_misc_item,main_route,placed_in_main_guide,2,acquired_now | placed_in_guide,complete,Riften Thaneship Frost And Rift Roads | Windhelm Murder Investigation And White Phial
OBJ-001750,Leveled Reward: Chillrend,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,2,held_hard_gate | placed_in_guide,complete | staged_for_level_46_riftweald_entry,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key
OBJ-001751,Leveled Reward: Dragonbane,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,2,not_acquired_here | placed_in_guide,complete | staged_for_level_46_sky_haven_dragonbane,Karthspire Sky Haven And Dragonbane | Main Quest Staging Before Sky Haven
OBJ-001752,Leveled Reward: Gauldur Blackblade,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,retrospectively_moved_earlier_after_gate,complete,Potema Shield Of Solitude And Bone Wolf
OBJ-001753,Leveled Reward: Gauldur Blackbow,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,placed_in_guide,complete,Gauldur Legend Finale
OBJ-001754,Leveled Reward: Lunar Iron Mace,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,conditional_spawn_recorded,conditional_on_random_lunar_spawn,Halted Stream And Silent Moons Level Gate
OBJ-001755,Leveled Reward: Lunar Iron Sword,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,conditional_spawn_recorded,conditional_on_random_lunar_spawn,Halted Stream And Silent Moons Level Gate
OBJ-001756,Leveled Reward: Lunar Iron War Axe,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,conditional_spawn_recorded,conditional_on_random_lunar_spawn,Halted Stream And Silent Moons Level Gate
OBJ-001757,Leveled Reward: Lunar Steel Mace,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,conditional_spawn_recorded,conditional_on_random_lunar_spawn,Halted Stream And Silent Moons Level Gate
OBJ-001758,Leveled Reward: Lunar Steel Sword,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,conditional_spawn_recorded,conditional_on_random_lunar_spawn,Halted Stream And Silent Moons Level Gate
OBJ-001759,Leveled Reward: Lunar Steel War Axe,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,conditional_spawn_recorded,conditional_on_random_lunar_spawn,Halted Stream And Silent Moons Level Gate
OBJ-001760,Leveled Reward: Miraak's Sword,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Miraak Finale, Lost Knowledge, And Last Black Books"
OBJ-001761,Leveled Reward: Miraak's Staff,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Miraak Finale, Lost Knowledge, And Last Black Books"
OBJ-001762,Leveled Reward: Nightingale Blade,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,2,held_hard_gate | placed_in_guide,complete | staged_for_level_46_thieves_rewards,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key
OBJ-001763,Leveled Reward: Nightingale Bow,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,2,held_hard_gate | placed_in_guide,complete | staged_for_level_46_thieves_rewards,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key
OBJ-001764,Leveled Reward: The Pale Blade,unique_item,leveled_weapon_reward_parent,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen"
OBJ-001765,Leveled Reward: Miraak (Dragon Priest Mask),unique_item,leveled_armor_reward_parent,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Miraak Finale, Lost Knowledge, And Last Black Books"
OBJ-001766,Leveled Reward: Nightingale Armor,unique_item,leveled_armor_reward_parent,main_route,placed_in_main_guide,2,placed_in_guide | threshold_checked_not_acquired,complete | staged_for_late_thieves_chain,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key
OBJ-001767,Leveled Reward: Nightingale Boots,unique_item,leveled_armor_reward_parent,main_route,placed_in_main_guide,2,placed_in_guide | threshold_checked_not_acquired,complete | staged_for_late_thieves_chain,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key
OBJ-001768,Leveled Reward: Nightingale Gloves,unique_item,leveled_armor_reward_parent,main_route,placed_in_main_guide,2,placed_in_guide | threshold_checked_not_acquired,complete | staged_for_late_thieves_chain,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key
OBJ-001769,Leveled Reward: Nightingale Hood,unique_item,leveled_armor_reward_parent,main_route,placed_in_main_guide,2,placed_in_guide | threshold_checked_not_acquired,complete | staged_for_late_thieves_chain,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key
OBJ-001770,Leveled Reward: Shield of Solitude,unique_item,leveled_armor_reward_parent,main_route,placed_in_main_guide,2,held_for_level_gate | placed_in_guide,complete | staged_for_level_40_reward,Potema Shield Of Solitude And Bone Wolf | Solitude Coast Wild Horse And Wolfskull
OBJ-001771,Leveled Reward: Amulet of Articulation,unique_item,leveled_clothing_reward_parent,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001772,Leveled Reward: Mage's Circlet,unique_item,leveled_clothing_reward_parent,main_route,placed_in_main_guide,1,placed_in_guide,complete,Fellglow Keep And Good Intentions
OBJ-001773,Collectible Set: Stones of Barenziah,collectible,stone_of_barenziah_set,main_route,placed_in_main_guide,5,counter_advanced | tb038r_delayed_task_closed | tracking_continued,complete_or_accounted_for | in_progress | in_progress_proudspire_gate,"Collectible Reconciliation | Companions Finale, Totems, And Beast-Blood Preservation | Fellglow Keep And Good Intentions | TB-038R order and delayed-task repair register | Windhelm Murder Investigation And White Phial"
OBJ-001774,Stone of Barenziah: Whiterun,collectible,stone_of_barenziah_member,main_route,placed_in_main_guide,2,acquired_now | tb038r_delayed_task_closed,complete_or_accounted_for | in_progress_collectible_member,First Day In Whiterun | TB-038R order and delayed-task repair register
OBJ-001775,Stone of Barenziah: Whiterun,collectible,stone_of_barenziah_member,main_route,placed_in_main_guide,1,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation
OBJ-001776,Stone of Barenziah: Whiterun,collectible,stone_of_barenziah_member,main_route,placed_in_main_guide,2,Jorrvaskr_stone_held_until_prerequisite | placed_in_guide,complete | staged_for_post_glory_jorrvaskr_pass,"Companions Entry | Companions Finale, Totems, And Beast-Blood Preservation"
OBJ-001777,Stone of Barenziah: Solitude,collectible,stone_of_barenziah_member,main_route,placed_in_main_guide,1,acquired_now,complete,Goldenglow Honningbrew Solitude And Snow Veil
OBJ-001778,Stone of Barenziah: Solitude,collectible,stone_of_barenziah_member,main_route,placed_in_main_guide,3,collectible_member_completed | dependency_unlocked_not_acquired | staged_for_later_gate,complete | staged_for_property_economy_route | staged_for_proudspire_purchase,Collectible Reconciliation | Homes Household Services Pets And Mounts | Solitude Coast Wild Horse And Wolfskull
OBJ-001779,Stone of Barenziah: Riften,collectible,stone_of_barenziah_member,main_route,placed_in_main_guide,1,acquired_now,complete,First Riften Visit And Guild Doorway
OBJ-001780,Stone of Barenziah: Windhelm,collectible,stone_of_barenziah_member,main_route,placed_in_main_guide,1,placed_in_guide,complete,Windhelm Murder Investigation And White Phial
OBJ-001781,Stone of Barenziah: Windhelm,collectible,stone_of_barenziah_member,main_route,placed_in_main_guide,2,not_completed_here | placed_in_guide,complete | staged_for_dark_brotherhood_mourning_never_comes_bundle,First Brotherhood Contracts And Muiri's Revenge | Windhelm Murder Investigation And White Phial
OBJ-001782,Stone of Barenziah: Markarth,collectible,stone_of_barenziah_member,main_route,placed_in_main_guide,2,acquired_now | audited_not_acquired_here,complete | staged_for_forsworn_conspiracy_thonar_visit,Markarth Nchuand-Zel And Old Hroldan | Markarth Prison Daedric Rites And Reach Redoubts
