audit_area,check_id,source_file,source_section,row_label,check_type,objective_id,objective_name,source_status,guide_locations,route_protection,audit_status,recommended_action,evidence,notes
guide_section_logistics,TB040-SECT-079,drafts/final-guide/main-guide-v1.md,All-Perks Loop,All-Perks Loop,guide_section_preparation_scan,,,current_guide,All-Perks Loop,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-080,drafts/final-guide/main-guide-v1.md,"Homes, Household, Services, Pets, and Mounts","Homes, Household, Services, Pets, and Mounts",guide_section_preparation_scan,,,current_guide,"Homes, Household, Services, Pets, and Mounts","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-081,drafts/final-guide/main-guide-v1.md,Master Criminal Trophy Branch,Master Criminal Trophy Branch,guide_section_preparation_scan,,,current_guide,Master Criminal Trophy Branch,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-082,drafts/final-guide/main-guide-v1.md,Final Reconciliation,Final Reconciliation,guide_section_preparation_scan,,,current_guide,Final Reconciliation,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
legendary_progression_constraint,RPCON-001894,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,All skills to 100,progression_constraint,OBJ-002425,Reach All Skills 100,integrated_constraint,All-Perks Loop,"Routing implication: Route must include natural use, training, books, quest rewards, crafting, and/or grind blocks for all 18 skills.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000081 | SN-000119. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001895,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,All skills to 100,progression_constraint,OBJ-002443,Raise Speech to 100,integrated_constraint,All-Perks Loop,"Routing implication: Route must include natural use, training, books, quest rewards, crafting, and/or grind blocks for all 18 skills.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000081 | SN-000119. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001896,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,All skill perks,progression_constraint,OBJ-002444,Acquire All Perks,integrated_constraint,All-Perks Loop,"Routing implication: Perk allocation must be tracked; saved perk points are acceptable, but final cleanup must assign all ranks.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000081 | SN-000082 | SN-000119. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001897,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,All skill perks,progression_constraint,OBJ-002462,Acquire All Speech Perks,integrated_constraint,All-Perks Loop,"Routing implication: Perk allocation must be tracked; saved perk points are acceptable, but final cleanup must assign all ranks.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000081 | SN-000082 | SN-000119. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001898,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Level 252 target,progression_constraint,OBJ-002463,Reach Player Level 252 for All Perks,integrated_constraint,All-Perks Loop,Routing implication: The route must include a late all-perks leveling plan beyond normal quest progression.,pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000119. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001899,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Legendary skill resets,progression_constraint,OBJ-002464,Use Legendary Skill Resets for Perk-Point Completion,integrated_policy,All-Perks Loop,Routing implication: Resets must be staged after combat readiness exists; reset skills must be recovered to 100 before final completion.,pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000119. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001900,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Skill books and quest skill rewards,progression_constraint,OBJ-000819,Skill Book: A Game at Dinner,integrated_with_TB031E_source_selection,"Books, Spells, and Documents | Goldenglow Honningbrew Solitude And Snow Veil | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Whiterun Property Western Caves Gray-Mane Rescue And Onmund | Windhelm Murder Investigation And White Phial","Routing implication: Use TB-031E selected copy defaults, preserve Scholar's Insight timing, and keep quest-reward timing for final route placement.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000103 | SN-000119 | SN-000120 | SN-000126. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001901,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Skill books and quest skill rewards,progression_constraint,OBJ-000909,Reader Trophy Skill Book Target,integrated_with_TB031E_source_selection,"Books, Spells, and Documents","Routing implication: Use TB-031E selected copy defaults, preserve Scholar's Insight timing, and keep quest-reward timing for final route placement.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000103 | SN-000119 | SN-000120 | SN-000126. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001902,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Skill Master trophy,progression_constraint,OBJ-002465,Skill Master Trophy Set,deferred_to_TB037_validation,All-Perks Loop,Routing implication: Check trophy when the first planned skill hits 100; continue all-skills plan.,pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000081 | SN-000103 | SN-000119. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001903,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Transformation perk trees,progression_constraint,OBJ-000815,Beast Form Werewolf Transformation,integrated_constraint,"Beast Blood And The Silver Hand | Companions Finale, Totems, And Beast-Blood Preservation | Post-Frostmoon Vampire Lord Window | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",Routing implication: Complete transformation grind before permanent cures or faction/state changes that remove access.,pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000105. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001904,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Transformation perk trees,progression_constraint,OBJ-000818,Vampirism Power and Ability State,integrated_constraint,"Companions Finale, Totems, And Beast-Blood Preservation | Dawnguard Worldspaces | Post-Frostmoon Vampire Lord Window | Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Vampire Lord Mastery and Rising at Dawn Closeout",Routing implication: Complete transformation grind before permanent cures or faction/state changes that remove access.,pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000105. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001905,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Late level gates,progression_constraint,OBJ-000464,The Ebony Warrior,integrated_constraint,Level 78 and Level 80 Gates,"Routing implication: Leveling plan must coordinate reward delays and late combat readiness; all-perks level 252 is a final completion target, not a reason to rush early overleveling.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000032 | SN-000092 | SN-000103 | SN-000105. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001906,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Late level gates,progression_constraint,OBJ-002784,Legend Trophy Set,integrated_constraint,Level 78 and Level 80 Gates,"Routing implication: Leveling plan must coordinate reward delays and late combat readiness; all-perks level 252 is a final completion target, not a reason to rush early overleveling.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000032 | SN-000092 | SN-000103 | SN-000105. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001907,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Enchantment learning,progression_constraint,OBJ-002466,Learn All Non-Destructively Learnable Enchantments,integrated_with_TB031E_source_selection,"Crafting, Enchanting, Alchemy, and Investments",Routing implication: Use TB-031E selected nonunique/source-family rules; exact random/vendor physical item is verified in final route inventory.,pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000083 | SN-000121 | SN-000122 | SN-000126. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001908,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Merchant investments,progression_constraint,OBJ-002717,Complete All Source-Listed Available Merchant Investments,integrated_with_TB031E_source_selection,"Crafting, Enchanting, Alchemy, and Investments","Routing implication: Use TB-031E post-Investor regional circuit rules; avoid Speech resets before investments, sales, and Fence/Merchant support are complete.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000085 | SN-000108 | SN-000120 | SN-000122 | SN-000126. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001909,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Merchant investments,progression_constraint,OBJ-002750,Invest in Merchant: Ri'saad,integrated_with_TB031E_source_selection,"Crafting, Enchanting, Alchemy, and Investments","Routing implication: Use TB-031E post-Investor regional circuit rules; avoid Speech resets before investments, sales, and Fence/Merchant support are complete.",pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000085 | SN-000108 | SN-000120 | SN-000122 | SN-000126. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001910,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Practical crafting systems,progression_constraint,OBJ-002751,Artificer Trophy Set,integrated_with_TB031E_source_selection,"Crafting, Enchanting, Alchemy, and Investments | Guardian Stones Cache And Whiterun Farm Loop",Routing implication: Use TB-031E representative outputs and material staging; final route places the exact station visits and warnings.,pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000086 | SN-000103 | SN-000121 | SN-000122 | SN-000126. TB-040 checks current coverage state for Legendary/progression constraints.
legendary_progression_constraint,RPCON-001911,data/constraints/skill-perk-leveling-plan.md,Hard Requirements,Practical crafting systems,progression_constraint,OBJ-002755,Imbuing Chamber Practical System,integrated_with_TB031E_source_selection,"Crafting, Enchanting, Alchemy, and Investments | Fahlbtharz, Deathbrand, And Karstaag | Miraak Finale, Lost Knowledge, And Last Black Books | Tel Mithryn, Nchardak, And Kagrumez",Routing implication: Use TB-031E representative outputs and material staging; final route places the exact station visits and warnings.,pass_progression_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000086 | SN-000103 | SN-000121 | SN-000122 | SN-000126. TB-040 checks current coverage state for Legendary/progression constraints.
progression_source_crafting_system_action,PROGSEL-000544,data/constraints/progression-source-selections.csv,crafting_system_action,Alchemy,progression_source_selection,OBJ-000348 | OBJ-002438 | OBJ-002457 | OBJ-002526,Alchemy,represented_existing_objectives,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: artificer potion; alchemy,"Selected source/default: Craft one early Restore Health potion for Artificer; run final value/XP batches only after sleep, storage, and ingredient stockpile checks.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables."
progression_source_crafting_system_action,PROGSEL-000545,data/constraints/progression-source-selections.csv,crafting_system_action,Enchanting,progression_source_selection,OBJ-000350 | OBJ-002429 | OBJ-002448 | OBJ-002466,Enchanting,represented_existing_objectives,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: artificer enchanted-item; enchanting,Selected source/default: Enchant one disposable crafted item for Artificer after the first nonunique enchantment source is learned; reserve final dual-effect gear for Enchanting 100.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000546,data/constraints/progression-source-selections.csv,crafting_system_action,Staff Enchanting,progression_source_selection,OBJ-002754,Staff Enchanting,new_objective_added,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: staff enchanter; staff of flames,Selected source/default: Craft Staff of Flames at a normal Staff Enchanter.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000547,data/constraints/progression-source-selections.csv,crafting_system_action,Smithing,progression_source_selection,OBJ-000349 | OBJ-002436 | OBJ-002455 | OBJ-000476,Smithing,represented_existing_objectives,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: iron dagger; smithing,Selected source/default: Forge one Iron Dagger for Artificer and use later material batches for Smithing recovery.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000548,data/constraints/progression-source-selections.csv,crafting_system_action,Atronach Forge,progression_source_selection,OBJ-002753,Atronach Forge,new_objective_added,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: atronach forge; fire salts,Selected source/default: Craft Fire Salts at The Midden Atronach Forge as representative practical-system use and Survival hot-soup support.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000549,data/constraints/progression-source-selections.csv,crafting_system_action,Baking,progression_source_selection,OBJ-000407,Baking,checklist_deferred,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: hearthfire; kitchen,"Selected source/default: Use a Hearthfire oven only after homestead construction makes it route-natural; keep as property/checklist support, not an early requirement.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables."
progression_source_crafting_system_action,PROGSEL-000550,data/constraints/progression-source-selections.csv,crafting_system_action,Bone Forge,progression_source_selection,OBJ-000711,Bone Forge,represented_existing_objectives,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: bone forge; notes on the bone forge,Selected source/default: Treat Bone Forge use as Gallows Hall property/system support after acquisition; exact skeleton output remains property/checklist validation.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000551,data/constraints/progression-source-selections.csv,crafting_system_action,Construction,progression_source_selection,OBJ-000394 | OBJ-000401 | OBJ-000402 | OBJ-000406 | OBJ-000407,Construction,represented_existing_objectives,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: hearthfire homes; materials,Selected source/default: Build all three Hearthfire homes and wings through staged material depots for Master Architect/property completion.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000552,data/constraints/progression-source-selections.csv,crafting_system_action,Cooking,progression_source_selection,OBJ-002752,Cooking,represented_existing_objectives,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: cook one food item; hard worker,Selected source/default: Cook ordinary food early for Hard Worker and Survival; stage Fire Salts for hot soup before cold expeditions.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000553,data/constraints/progression-source-selections.csv,crafting_system_action,Imbuing Chamber,progression_source_selection,OBJ-002755,Imbuing Chamber,new_objective_added,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: imbuing chamber; mind control spider,Selected source/default: Create a Mind Control Spider as representative Imbuing Chamber use.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000554,data/constraints/progression-source-selections.csv,crafting_system_action,Mining,progression_source_selection,OBJ-002752,Mining,represented_existing_objectives,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: mine one ore; hard worker,Selected source/default: Mine one ore vein early for Hard Worker and continue route-natural ore gathering for Smithing.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000555,data/constraints/progression-source-selections.csv,crafting_system_action,Smelting,progression_source_selection,OBJ-000349 | OBJ-002436 | OBJ-002455,Smelting,route_action_only,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: smelted; ingots,Selected source/default: Smelt route-mined ore into ingots during Smithing/material staging.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_crafting_system_action,PROGSEL-000556,data/constraints/progression-source-selections.csv,crafting_system_action,Tanning,progression_source_selection,OBJ-000349 | OBJ-002436 | OBJ-002455,Tanning,route_action_only,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Perform where the selected station, materials, bed/rest support, storage, and Survival carry constraints are all satisfied.",pass_progression_source_represented,none,Found guide terms: tanned; leather,Selected source/default: Tan hides/leather and cut leather strips during Smithing/material staging.. Source notes: SN-000086-practical-crafting-system-reconciliation.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000557,data/constraints/progression-source-selections.csv,training_policy,Alteration,progression_source_selection,OBJ-002426,Alteration,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Train after College access and before Alteration ritual or magic-reset blocks if the route is short.,pass_progression_source_represented,none,Found guide terms: alteration; trainer targets for this loop; training,Selected source/default: Tolfdir at the College of Winterhold.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000558,data/constraints/progression-source-selections.csv,training_policy,Conjuration,progression_source_selection,OBJ-002427,Conjuration,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Train before Conjuration ritual support and late magic-reset cycles.,pass_progression_source_represented,none,Found guide terms: conjuration; trainer targets for this loop; training,Selected source/default: Phinis Gestor to expert range; Talvas Fathryon or Falion for master range when Solstheim/Morthal access is clean.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000559,data/constraints/progression-source-selections.csv,training_policy,Destruction,progression_source_selection,OBJ-002428,Destruction,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Use for controlled combat casting support and final gaps rather than repeated reset baseline.,pass_progression_source_represented,none,Found guide terms: destruction; trainer targets for this loop; training,Selected source/default: Faralda at the College of Winterhold.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000560,data/constraints/progression-source-selections.csv,training_policy,Enchanting,progression_source_selection,OBJ-002429,Enchanting,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Train around disenchanting and final gear batches; recover to 100 for Extra Effect final gear.,pass_progression_source_represented,none,Found guide terms: enchanting; trainer targets for this loop; training,Selected source/default: Sergius Turrianus to expert range; Neloth for master range after Solstheim/Tel Mithryn access.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000561,data/constraints/progression-source-selections.csv,training_policy,Illusion,progression_source_selection,OBJ-002430,Illusion,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Train after spell access and use as a preferred late magic reset if crowd-control support is safe.,pass_progression_source_represented,none,Found guide terms: illusion; trainer targets for this loop; training,Selected source/default: Drevis Neloren at the College of Winterhold.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000562,data/constraints/progression-source-selections.csv,training_policy,Restoration,progression_source_selection,OBJ-002431,Restoration,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Train before undead-heavy/Dawnguard gaps and final recovery; conditional reset only.,pass_progression_source_represented,none,Found guide terms: restoration; trainer targets for this loop; training,Selected source/default: Colette Marence to expert range; Florentius Baenius for master range after Dawnguard Bolstering the Ranks.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000563,data/constraints/progression-source-selections.csv,training_policy,Archery,progression_source_selection,OBJ-002432,Archery,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Use sparingly for combat readiness and final gaps; natural Dawnguard/crossbow play should do most work.,pass_progression_source_represented,none,Found guide terms: archery; trainer targets for this loop; training,Selected source/default: Sorine Jurard after Dawnguard-side access; Niruin is a Thieves Guild backup.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000564,data/constraints/progression-source-selections.csv,training_policy,Block,progression_source_selection,OBJ-002433,Block,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Use only to smooth defensive gaps; natural combat and final perk validation carry the rest.,pass_progression_source_represented,none,Found guide terms: block; trainer targets for this loop; training,Selected source/default: Njada Stonearm through Companions to expert range; Chief Larak only if Blood-Kin/master training is route-clean.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000565,data/constraints/progression-source-selections.csv,training_policy,Heavy Armor,progression_source_selection,OBJ-002434,Heavy Armor,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Use for combat build support only if heavy armor remains relevant to the route.,pass_progression_source_represented,none,Found guide terms: heavy armor; trainer targets for this loop; training,"Selected source/default: Farkas after Companions access, with Isran as the Dawnguard-side master backup.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables."
progression_source_training_policy,PROGSEL-000566,data/constraints/progression-source-selections.csv,training_policy,One-handed,progression_source_selection,OBJ-002435,One-handed,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Natural combat should do most work; use training for final gaps.,pass_progression_source_represented,none,Found guide terms: one-handed; trainer targets for this loop; training,Selected source/default: Amren for common training; Athis to expert range; Chief Burguk only if Blood-Kin/master training is route-clean.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000567,data/constraints/progression-source-selections.csv,training_policy,Smithing,progression_source_selection,OBJ-002436,Smithing,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Use with material stockpiles and staged gear upgrades; major late reset candidate.,pass_progression_source_represented,none,Found guide terms: smithing; trainer targets for this loop; training,Selected source/default: Balimund to expert range; Eorlund Gray-Mane or Gunmar for master range depending on route access.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000568,data/constraints/progression-source-selections.csv,training_policy,Two-handed,progression_source_selection,OBJ-002437,Two-handed,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Use for final gaps if two-handed is not naturally active in combat.,pass_progression_source_represented,none,Found guide terms: two-handed; trainer targets for this loop; training,Selected source/default: Vilkas after Companions access; Wulf Wild-Blood is a Solstheim backup if needed.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000569,data/constraints/progression-source-selections.csv,training_policy,Alchemy,progression_source_selection,OBJ-002438,Alchemy,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections","Use as a major late support skill, but preserve ingredient discovery and stored materials before repeated resets.",pass_progression_source_represented,none,Found guide terms: alchemy; trainer targets for this loop; training,Selected source/default: Arcadia to expert range when useful; Babette for master-range training after Dark Brotherhood access.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
progression_source_training_policy,PROGSEL-000570,data/constraints/progression-source-selections.csv,training_policy,Light Armor,progression_source_selection,OBJ-002439,Light Armor,selected_training_block,"All-Perks Loop | Crafting, Enchanting, Alchemy, and Investments | route-specific sections",Use for final perk gaps or if light-armor rewards are part of the active build.,pass_progression_source_represented,none,Found guide terms: light armor; trainer targets for this loop; training,Selected source/default: Grelka to expert range; Nazir for master range after Dark Brotherhood access.. Source notes: SN-000120-training-and-skill-boost-constraints.md. TB-040 checks that survival-sensitive progression defaults are visible in v1 guide prose or tables.
