selection_id,selection_type,source_record_id,objective_id,name,subcategory,route_block,selection_status,selected_source,source_location,source_detail,route_timing,prerequisites_or_inputs,avoid_until,validation_owner,source_note_refs,notes
PROGSEL-000330,alchemy_ingredient_source,ALCHEMY-000027,OBJ-002553,Cyrodilic Spadetail,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Common,Damage Stamina | Fortify Restoration | Fear | Ravage Health,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected by catching Cyrodilic Spadetail fish.
PROGSEL-000331,alchemy_ingredient_source,ALCHEMY-000028,OBJ-002554,Daedra Heart,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Rare,Restore Health | Damage Stamina Regen | Damage Magicka | Fear,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead Dremora.
PROGSEL-000332,alchemy_ingredient_source,ALCHEMY-000029,OBJ-002555,Deathbell,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Rare,Damage Health (1.5x) | Ravage Stamina (2.1x) | Slow | Weakness to Poison,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Deathbell, found in Hjaalmarch. Needed for the quests Few and Far Between and The Only Cure."
PROGSEL-000333,alchemy_ingredient_source,ALCHEMY-000030,OBJ-002556,Dragon's Tongue,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Common,Resist Fire | Fortify Barter | Fortify Illusion | Fortify Two-handed,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Dragon's Tongue, found in the volcanic tundra of Eastmarch."
PROGSEL-000334,alchemy_ingredient_source,ALCHEMY-000031,OBJ-002557,Dwarven Oil,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Weakness to Magic | Fortify Illusion | Regenerate Magicka | Restore Magicka,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Collected from destroyed Dwarven Automatons, found in Dwarven Ruins."
PROGSEL-000335,alchemy_ingredient_source,ALCHEMY-000032,OBJ-002558,Ectoplasm,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Restore Magicka | Fortify Destruction (0.8x) | Fortify Magicka | Damage Health,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from undead Ghosts.
PROGSEL-000336,alchemy_ingredient_source,ALCHEMY-000033,OBJ-002559,Elves Ear,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Common,Restore Magicka | Fortify Marksman | Weakness to Frost | Resist Fire,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Harvested from Dried Elves Ear bunches found in homes and camps.
PROGSEL-000337,alchemy_ingredient_source,ALCHEMY-000034,OBJ-002560,Emperor Parasol Moss,dragonborn,G12/G14,solstheim_harvest_or_purchase,solstheim_harvest_or_purchase,not_listed,Damage Health (1.5x) | Fortify Magicka | Regenerate Health | Fortify Two-handed,Acquire during the Solstheim spine and store at the selected base.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Harvested from emperor parasol moss plants near Tel Mithryn.
PROGSEL-000338,alchemy_ingredient_source,ALCHEMY-000035,OBJ-002561,Eye of Sabre Cat,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,None (Uncommon),Restore Stamina | Ravage Health | Damage Magicka | Restore Health,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead Sabre Cats.
PROGSEL-000339,alchemy_ingredient_source,ALCHEMY-000036,OBJ-002562,Falmer Ear,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Damage Health | Frenzy | Resist Poison | Fortify Lockpicking,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead Falmer.
PROGSEL-000340,alchemy_ingredient_source,ALCHEMY-000037,OBJ-002563,Felsaad Tern Feathers,dragonborn,G12/G14,solstheim_harvest_or_purchase,solstheim_harvest_or_purchase,not_listed,Restore Health | Fortify Light Armor | Cure Disease | Resist Magic,Acquire during the Solstheim spine and store at the selected base.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead Felsaad terns.
PROGSEL-000341,alchemy_ingredient_source,ALCHEMY-000038,OBJ-002564,Fire Salts,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Rare,Weakness to Frost | Resist Fire | Restore Magicka | Regenerate Magicka,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Collected from dead Flame Atronachs, a type of daedra. Needed for the quest Stoking the Flames."
PROGSEL-000342,alchemy_ingredient_source,ALCHEMY-000039,OBJ-002565,Fly Amanita,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Uncommon,Resist Fire | Fortify Two-handed | Frenzy | Regenerate Stamina,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Fly Amanita mushrooms, found in various caves."
PROGSEL-000343,alchemy_ingredient_source,ALCHEMY-000040,OBJ-002566,Frost Mirriam,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Resist Frost | Fortify Sneak | Ravage Magicka | Damage Stamina Regen,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Harvested from Dried Frost Mirriam bunches found in homes and camps.
PROGSEL-000344,alchemy_ingredient_source,ALCHEMY-000041,OBJ-002567,Frost Salts,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Rare,Weakness to Fire | Resist Frost | Restore Magicka | Fortify Conjuration,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Collected from dead Frost Atronachs, a type of daedra. One is needed for the quest Dravynea's Frost Salts."
PROGSEL-000345,alchemy_ingredient_source,ALCHEMY-000042,OBJ-002568,Garlic,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Common,Resist Poison | Fortify Stamina | Regenerate Magicka | Regenerate Health,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Food. Can also be harvested from Garlic Braids.
PROGSEL-000346,alchemy_ingredient_source,ALCHEMY-000043,OBJ-002569,Giant Lichen,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Uncommon,Weakness to Shock | Ravage Health | Weakness to Poison | Restore Magicka,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Giant Lichen, found in Hjaalmarch."
PROGSEL-000347,alchemy_ingredient_source,ALCHEMY-000044,OBJ-002570,Giant's Toe,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Rare,"Damage Stamina | Fortify Health (5x, 5.9x) | Fortify Carry Weight | Damage Stamina Regen",Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Collected from dead Giants, which can be found in Giant Camps."
PROGSEL-000348,alchemy_ingredient_source,ALCHEMY-000045,OBJ-002571,Gleamblossom,dawnguard,G11/G14,dawnguard_parent_route,dawnguard_parent_route,None,Resist Magic | Fear | Regenerate Health | Paralysis,Acquire during Dawnguard/Forgotten Vale parent routing and store for final discovery.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Harvested from the plant of the same name.
PROGSEL-000349,alchemy_ingredient_source,ALCHEMY-000046,OBJ-002572,Glow Dust,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Damage Magicka | Damage Magicka Regen | Fortify Destruction | Resist Shock,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead Wisps and Wispmothers.
PROGSEL-000350,alchemy_ingredient_source,ALCHEMY-000047,OBJ-002573,Glowing Mushroom,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,None,Resist Shock | Fortify Destruction | Fortify Smithing | Fortify Health,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Glowing Mushrooms, found in various caves."
PROGSEL-000351,alchemy_ingredient_source,ALCHEMY-000048,OBJ-002574,Grass Pod,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Uncommon,Resist Poison | Ravage Magicka | Fortify Alteration | Restore Magicka,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Spiky Grass, found in northern regions of Skyrim."
PROGSEL-000352,alchemy_ingredient_source,ALCHEMY-000049,OBJ-002575,Hagraven Claw,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Rare,Resist Magic | Lingering Damage Magicka | Fortify Enchanting | Fortify Barter,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead Hagravens.
PROGSEL-000353,alchemy_ingredient_source,ALCHEMY-000050,OBJ-002576,Hagraven Feathers,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Rare,Damage Magicka | Fortify Conjuration | Frenzy | Weakness to Shock,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead Hagravens. Can also be found scattered around their sleeping areas.
PROGSEL-000354,alchemy_ingredient_source,ALCHEMY-000051,OBJ-002577,Hanging Moss,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Damage Magicka | Fortify Health | Damage Magicka Regen | Fortify One-handed,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Harvested from Hanging Moss.
PROGSEL-000355,alchemy_ingredient_source,ALCHEMY-000052,OBJ-002578,Hawk Beak,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Restore Stamina | Resist Frost | Fortify Carry Weight | Resist Shock,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead Hawks.
PROGSEL-000356,alchemy_ingredient_source,ALCHEMY-000053,OBJ-002579,Hawk Feathers,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Cure Disease (0.36x) | Fortify Light Armor | Fortify One-handed | Fortify Sneak,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead Hawks.
PROGSEL-000357,alchemy_ingredient_source,ALCHEMY-000054,OBJ-002580,Hawk's Egg,base_game,G14,route_harvest,route_harvest,None,Resist Magic | Damage Magicka Regen | Waterbreathing | Lingering Damage Stamina,Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Harvested from Hawk nests.
PROGSEL-000358,alchemy_ingredient_source,ALCHEMY-000055,OBJ-002581,Histcarp,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Common,Restore Stamina | Fortify Magicka | Damage Stamina Regen | Waterbreathing,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected by catching Histcarp fish.
PROGSEL-000359,alchemy_ingredient_source,ALCHEMY-000056,OBJ-002582,Honeycomb,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,None (Common),Restore Stamina | Fortify Block (0.5x) | Fortify Light Armor | Ravage Stamina,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Food. Collected from beehives.
PROGSEL-000360,alchemy_ingredient_source,ALCHEMY-000057,OBJ-002583,Human Flesh,base_game,G14,route_harvest,route_harvest,None,Damage Health | Paralysis | Restore Magicka | Fortify Sneak,Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Cannot be harvested or collected; with the Dawnguard add-on installed, several respawning samples can be found in Volkihar Keep."
PROGSEL-000361,alchemy_ingredient_source,ALCHEMY-000058,OBJ-002584,Human Heart,base_game,G14,route_harvest,route_harvest,None,Damage Health | Damage Magicka | Damage Magicka Regen | Frenzy,Harvest one copy during natural regional routing and store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Cannot be harvested or collected; limited number of samples available.
PROGSEL-000362,alchemy_ingredient_source,ALCHEMY-000059,OBJ-002585,Ice Wraith Teeth,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Rare,Weakness to Frost | Fortify Heavy Armor | Invisibility | Weakness to Fire,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from Ice Wraiths. Needed for the quest Ice Cold.
PROGSEL-000363,alchemy_ingredient_source,ALCHEMY-000060,OBJ-002586,Imp Stool,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Rare,"Damage Health | Lingering Damage Health | Paralysis | Restore Health (0.6x, 0.57x)",Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Imp Stool mushrooms, found in various caves."
PROGSEL-000364,alchemy_ingredient_source,ALCHEMY-000061,OBJ-002587,Jazbay Grapes,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Rare,Weakness to Magic | Fortify Magicka | Regenerate Magicka | Ravage Health,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Jazbay vines, found in the volcanic tundra of Eastmarch. Needed for the quest Smooth Jazbay."
PROGSEL-000365,alchemy_ingredient_source,ALCHEMY-000062,OBJ-002588,Juniper Berries,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Common,Weakness to Fire | Fortify Marksman | Regenerate Health | Damage Stamina Regen,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Juniper shrubs, common in The Reach. Needed for the quest Elmus Favor Quest."
PROGSEL-000366,alchemy_ingredient_source,ALCHEMY-000063,OBJ-002589,Large Antlers,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,None (Uncommon),"Restore Stamina | Fortify Stamina | Slow (6x, 1.75x) | Damage Stamina Regen",Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead male Elk.
PROGSEL-000367,alchemy_ingredient_source,ALCHEMY-000064,OBJ-002590,Lavender,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Common,Resist Magic | Fortify Stamina | Ravage Magicka | Fortify Conjuration,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Lavender, most common in Whiterun Hold."
PROGSEL-000368,alchemy_ingredient_source,ALCHEMY-000065,OBJ-002591,Luna Moth Wing,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Damage Magicka | Fortify Light Armor | Regenerate Health | Invisibility,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected by catching Luna Moths. Often found near flowers after dark.
PROGSEL-000369,alchemy_ingredient_source,ALCHEMY-000066,OBJ-002592,Moon Sugar,base_game,G06/G14,khajiit_caravan_purchase,khajiit_caravan_purchase,Uncommon,Weakness to Fire | Resist Frost | Restore Magicka | Regenerate Magicka,Buy one copy from Khajiit caravan stock and store it for the Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Cannot be collected or harvested. Can be purchased from the Khajiit Traders.
PROGSEL-000370,alchemy_ingredient_source,ALCHEMY-000067,OBJ-002593,Mora Tapinella,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Uncommon,Restore Magicka | Lingering Damage Health | Regenerate Stamina | Fortify Illusion,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Mora Tapinella mushrooms, found growing on dead trees."
PROGSEL-000371,alchemy_ingredient_source,ALCHEMY-000068,OBJ-002594,Mudcrab Chitin,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,None (Common),Restore Stamina | Cure Disease | Resist Poison | Resist Fire,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Collected from dead Mudcrabs, found in or near bodies of water."
PROGSEL-000372,alchemy_ingredient_source,ALCHEMY-000069,OBJ-002595,Namira's Rot,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Uncommon,Damage Magicka | Fortify Lockpicking | Fear | Regenerate Health,Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Namira's Rot mushrooms, found in various caves."
PROGSEL-000373,alchemy_ingredient_source,ALCHEMY-000070,OBJ-002596,Netch Jelly,dragonborn,G12/G14,solstheim_harvest_or_purchase,solstheim_harvest_or_purchase,not_listed,Paralysis | Fortify Carry Weight | Restore Stamina (2x) | Fear,Acquire during the Solstheim spine and store at the selected base.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,Collected from dead netch.
PROGSEL-000374,alchemy_ingredient_source,ALCHEMY-000071,OBJ-002597,Nightshade,base_game,G14,garden_or_greenhouse_grow,garden_or_greenhouse_grow,Rare,Damage Health | Damage Magicka Regen | Lingering Damage Stamina | Fortify Destruction (0.8x),Plant/grow or harvest one copy where route infrastructure supports it; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Nightshade, found growing throughout Skyrim. Needed for the quest Few and Far Between."
PROGSEL-000375,alchemy_ingredient_source,ALCHEMY-000072,OBJ-002598,Nirnroot,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Rare,Damage Health (12.6x) | Damage Stamina | Invisibility | Resist Magic,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Nirnroot, found near bodies of water throughout Skyrim. Needed for the quest Few and Far Between."
PROGSEL-000376,alchemy_ingredient_source,ALCHEMY-000073,OBJ-002599,Nordic Barnacle,base_game,G02/G14,apothecary_purchase_or_route_harvest,apothecary_purchase_or_route_harvest,Uncommon,Damage Magicka | Waterbreathing | Regenerate Health | Fortify Pickpocket,Buy or harvest one copy during regional service loops; store for Experimenter pass.,One ingredient copy; Alchemy 50 and Experimenter 3 for one-eat all-effects discovery policy.,Do not consume quest/one-time ingredients before parent quest and preservation checks are complete.,TB-033 alchemy-effect validation,SN-000084-alchemy-ingredient-effect-discovery.md,"Harvested from Nordic Barnacle Clusters, found in or near water."
