alchemy_record_id,objective_id,ingredient_name,ingredient_variant,ingredient_section,source_content,source_page,source_id,form_id,effect_1,effect_2,effect_3,effect_4,value,weight,merchant_availability,garden_planting,source_note,content_scope_note,discovery_policy,route_treatment,citations,notes
ALCHEMY-000115,OBJ-002641,Aster Bloom Core,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx D66,"Resist Magic (2x, 2.14x)","Fortify Light Armor (2x, 2.14x)","Fortify Block (1.25x, 1.27x)","Paralysis (2x, 2.14x)",40,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000116,OBJ-002642,Bittergreen Petals,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx D68,"Lingering Damage Stamina (2x, 2.14x)","Invisibility (1.5x, 1.56x)",Cure Poison,"Damage Magicka (1.5x, 1.56x)",25,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000117,OBJ-002643,Blind Watcher's Eye,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 822,Light,"Fortify Magicka (1.25x, 1.27x)","Fortify Alteration (1.25x, 1.27x)",Spell Absorption,9,0.2,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000118,OBJ-002644,Bliss Bug Thorax,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 059155,Weakness to Fire,Resist Fire,Fortify Heavy Armor,"Fortify Illusion (0.25x, 0.21x)",1,0.1,not_listed,not_listed,Harvested by Saints & Seducers.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000119,OBJ-002645,Blister Pod Cap,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx D6A,"Restore Magicka (1.2x, 1.22x)","Fortify Magicka (1.25x, 1.27x)",Night Eye,"Invisibility (1.5x, 1.56x)",25,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000120,OBJ-002646,Bloodgrass,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 024C13,Invisibility,Resist Poison,"Slow (6x, 0.57x)","Fortify Health (1.25x, 1.27x)",25,0.1,not_listed,not_listed,"Harvested from the Deadlands, if one has The Cause to go there.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000121,OBJ-002647,Bog Beacon,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx D6C,"Restore Magicka (1.2x, 1.22x)","Fortify Heavy Armor (1.5x, 1.56x)","Fear (2x, 2.14x)","Damage Stamina (1.33x, 1.36x)",20,0.1,not_listed,not_listed,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000122,OBJ-002648,Bungler's Bane,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 802,"Slow (2x, 2.14x)","Ravage Stamina (1.5x, 3.34x)","Damage Stamina Regen (2x, 2.14x)","Resist Magic (2x, 2.14x)",50,0.5,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000123,OBJ-002649,Chokeberry,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 838,"Damage Health (1.5x, 1.56x)","Ravage Health (1.5x, 3.34x)","Lingering Damage Health (2x, 2.14x)","Weakness to Poison (1.5x, 1.56x)",15,0.1,not_listed,not_listed,Originating from the vile lair of a Cyrodiilic vampire assassin. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000124,OBJ-002650,Chokeweed,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 804,"Weakness to Frost (1.33x, 1.37x)","Restore Stamina (1.2x, 1.22x)",Cure Disease (0.36x),"Damage Magicka (1.33x, 1.37x)",7,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000125,OBJ-002651,Coda Flower,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 805,"Damage Health (1.5x, 1.56x)","Lingering Damage Stamina (2x, 2.14x)","Ravage Magicka (1.5x, 1.56x)","Fortify Carry Weight (1.25x, 1.27x)",30,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000126,OBJ-002652,Comberry,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 806,"Damage Stamina (1.33x, 1.36x)",Spell Absorption,"Restore Magicka (1.2x, 1.22x)","Fortify Destruction (1.2x, 1.22x)",12,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000127,OBJ-002653,Congealed Putrescence,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 807,"Ravage Health (1.5x, 3.34x)","Restore Magicka (1.2x, 1.22x)","Weakness to Fire (1.33x, 1.36x)","Fortify Conjuration (1.2x, 1.22x)",9,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000128,OBJ-002654,Corkbulb Root,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 809,"Paralysis (2x, 2.14x)","Restore Health (1.2x, 1.22x)","Resist Shock (1.33x, 1.36x)","Fortify Marksman (1.25x, 1.27x)",30,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000129,OBJ-002655,Daedra Silk,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 80A,"Lingering Damage Stamina (2x, 2.14x)","Paralysis (2x, 2.14x)",Night Eye,"Invisibility (1.5x, 1.56x)",50,0.5,not_listed,not_listed,Originating from the planes of Oblivion. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000130,OBJ-002656,Daedra Venin,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 80B,"Ravage Health (1.5x, 3.34x)","Paralysis (2x, 2.14x)","Fortify Destruction (1.2x, 1.22x)",Spell Absorption,50,0.2,not_listed,not_listed,Originating from the planes of Oblivion. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000131,OBJ-002657,Daedroth Teeth,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 826,"Resist Frost (1.33x, 1.36x)",Light,"Damage Magicka Regen (2x, 2.14x)","Regenerate Stamina (1.2x, 1.22x)",50,0.5,not_listed,not_listed,Originating from the planes of Oblivion. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000132,OBJ-002658,Dreugh Wax,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 827,"Weakness to Magic (1.5x, 1.56x)","Frenzy (2x, 2.14x)","Fortify Enchanting (2x, 2.14x)","Fortify Smithing (1.25x, 1.27x)",25,1,not_listed,not_listed,Originating from Vvardenfell's dreughs or Cyrodiil's land dreughs. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000133,OBJ-002659,Elytra Ichor,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 828,"Restore Magicka (1.2x, 1.22x)","Invisibility (1.5x, 1.56x)","Slow (2x, 2.14x)","Fear (2x, 2.14x)",30,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000134,OBJ-002660,Fire Petal,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 829,"Damage Health (1.5x, 1.56x)","Resist Fire (1.33x, 1.36x)",Spell Absorption,"Paralysis (2x, 2.14x)",30,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000135,OBJ-002661,Flame Stalk,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 095E23,"Restore Health (1.2x, 1.22x)","Resist Frost (1.33x, 1.36x)","Weakness to Fire (1.33x, 1.36x)","Invisibility (1.5x, 1.56x)",25,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000136,OBJ-002662,Fungus Stalk,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 82B,"Restore Magicka (1.2x, 1.22x)","Fortify Health (1.25x, 5x, 7.5x)","Fortify Stamina (1.25x, 5x, 7.5x)","Waterbreathing (1.6x, 1.67x)",30,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000137,OBJ-002663,Glassfish,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0008EE,Restore Magicka,Invisibility,"Fortify Illusion (0.25x, 0.21x)",Fortify Persuasion,1,0.25,not_listed,not_listed,Caught by Fishing in temperate lakes.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000138,OBJ-002664,Gnarl Bark,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 82C,"Damage Health (1.5x, 1.56x)","Regenerate Health (1.2x, 1.22x)","Fortify Heavy Armor (1.5x, 1.56x)","Resist Fire (1.33x, 1.36x)",15,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000139,OBJ-002665,Gold Kanet,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 82D,"Paralysis (2x, 2.14x)","Ravage Health (1.5x, 3.34x)","Weakness to Frost (1.33x, 1.36x)","Fortify Smithing (1.25x, 1.27x)",30,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000140,OBJ-002666,Goldfish,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0008EF,Restore Stamina,Fortify Heavy Armor,Waterbreathing,Resist Frost,10,0.25,None,not_listed,Caught by Fishing in temperate lakes in clear weather or in the ponds found in some clearings.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000141,OBJ-002667,Green Butterfly Wing,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 059151,Restore Magicka,Fear,"Slow (6x, 0.57x)",Invisibility,25,0.1,not_listed,not_listed,Harvested by Saints & Seducers.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000142,OBJ-002668,Hackle-Lo Leaf,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 82E,"Restore Stamina (1.2x, 1.22x)","Paralysis (2x, 2.14x)","Waterbreathing (1.6x, 1.67x)","Fortify Restoration (1.25x, 1.27x)",30,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000143,OBJ-002669,Harrada,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 024C11,"Damage Health (2x, 2.14x)","Damage Magicka (1.33x, 1.36x)",Paralysis,Damage Magicka Regen,25,0.1,not_listed,not_listed,"Harvested from the Deadlands, if one has The Cause to go there.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000144,OBJ-002670,Heart of Order,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 851,"Restore Health (1.2x, 1.22x)","Fortify Health (1.25x, 5x, 7.5x)","Fortify One-handed (1.25x, 1.27x)","Fortify Two-handed (1.25x, 1.27x)",40,0.1,not_listed,not_listed,Originating from the Shivering Isles during a Greymarch. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000145,OBJ-002671,Hunger Tongue,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 80C,"Weakness to Fire (1.33x, 2x, 2.93x)",Cure Disease (0.36x),Cure Poison,"Fortify Magicka (1.25x, 1.27x)",10,0.1,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000146,OBJ-002672,Hydnum Azure Giant Spore,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 80D,"Resist Frost (1.33x, 1.36x)","Fortify Health (1.25x, 5x, 7.5x)","Regenerate Health (1.2x, 1.22x)",Light,30,0.5,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000147,OBJ-002673,Hypha Facia,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 80E,"Weakness to Poison (1.5x, 1.56x)","Frenzy (2x, 2.14x)","Ravage Stamina (1.5x, 3.34x)","Resist Magic (2x, 2.14x)",23,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000148,OBJ-002674,Imp Gall,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 80F,"Damage Health (1.5x, 1.56x)","Weakness to Fire (1.33x, 1.36x)","Fortify Barter (2x, 2.14x)",Cure Poison,15,0.2,not_listed,not_listed,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000149,OBJ-002675,Ironwood Fruit,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx F0F,Restore Health,Resist Fire,Damage Stamina,Restore Magicka,5,0.1,not_listed,not_listed,Harvested from the Ironwood Trees found in Iron Tusk Cave.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000150,OBJ-002676,Juvenile Mudcrab,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0008F2,Regenerate Stamina,Fortify Carry Weight,Cure Disease,Fortify Two-handed,10,0.25,not_listed,not_listed,Caught by Fishing on the surface.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000151,OBJ-002677,Kagouti Hide,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 810,"Lingering Damage Stamina (2x, 2.14x)",Night Eye,"Fortify Carry Weight (1.25x, 1.27x)","Resist Shock (1.33x, 1.36x)",20,1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000152,OBJ-002678,Kresh Fiber,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 811,"Weakness to Magic (1.5x, 1.56x)","Slow (2x, 2.14x)","Fortify Sneak (1.25x, 1.27x)","Fortify Pickpocket (1.25x, 1.27x)",30,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000153,OBJ-002679,Lichor,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 837,"Restore Magicka (1.2x, 1.22x)","Regenerate Magicka (1.2x, 1.22x)","Fortify Magicka (1.25x, 1.27x)",Spell Absorption,15,0.1,not_listed,not_listed,Originating from Mankar Camoran's destroyed realm of Oblivion. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000154,OBJ-002680,Luminous Russula,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 813,"Lingering Damage Stamina (2x, 2.14x)","Lingering Damage Health (2x, 2.14x)","Waterbreathing (1.6x, 1.67x)","Fear (2x, 2.14x)",25,0.2,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000155,OBJ-002681,Lyretail Anthias,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0008F1,Restore Magicka,Fortify Alteration,Fortify Conjuration,Fortify Carry Weight,30,0.25,not_listed,not_listed,Caught by Fishing in temperate streams and at Evergreen Grove.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000156,OBJ-002682,Marshmerrow,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 814,"Restore Health (1.2x, 1.22x)","Fortify Carry Weight (1.25x, 1.27x)","Weakness to Magic (1.5x, 1.56x)","Damage Stamina (1.33x, 1.36x)",18,0.1,not_listed,not_listed,Originating from Vvardenfell. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000157,OBJ-002683,Minotaur Horn,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 815,"Resist Poison (1.25x, 1.27x)","Damage Magicka Regen (2x, 2.14x)","Regenerate Health (1.2x, 1.22x)","Regenerate Magicka (1.2x, 1.22x)",55,5,not_listed,not_listed,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000158,OBJ-002684,Mort Flesh,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 80C,Damage Health,Damage Magicka,Damage Magicka Regen,Frenzy,2,0.5,None,not_listed,Originating from Cyrodiil. Dropped by the zombies from Plague of the Dead.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000159,OBJ-002685,Nightshade,creation_club_variant,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 042A61,Damage Health,Damage Magicka Regen,Lingering Damage Stamina,Fortify Destruction (0.8x),8,0.1,None,not_listed,A variant of the regular Nightshade that has one less leaf on its stem.,Duplicate display name in source table; distinguish by form ID and content source.,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred. Duplicate display-name record retained separately."
ALCHEMY-000160,OBJ-002686,Ogre's Teeth,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 816,"Weakness to Shock (1.33x, 1.36x)","Resist Poison (1.25x, 1.27x)","Lingering Damage Magicka (2x, 2.12x)","Regenerate Health (1.2x, 1.22x)",50,3,not_listed,not_listed,Originating from Cyrodiil. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000161,OBJ-002687,Pearlfish,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0008EC,Restore Stamina,Resist Frost,Fortify Smithing,Fortify One-handed,15,0.25,not_listed,not_listed,Caught by Fishing in temperate lakes and streams in rainy weather.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000162,OBJ-002688,Purple Butterfly Wing,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 059153,Regenerate Health,Regenerate Magicka,Regenerate Stamina,Paralysis,25,0.1,not_listed,not_listed,Harvested by Saints & Seducers.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
