property_detail_id,parent_objective_id,property_name,property_group,detail_type,detail_name,source_content,worldspace,region,hold,location,prerequisite_or_trigger,acquisition_or_build_method,cost_or_materials,service_or_npc_dependency,feature_summary,safe_storage_status,display_or_collection_relevance,family_support,survival_mode_relevance,route_treatment,source_id,citations,notes
PROPDET-000086,OBJ-000407,All Hearthfire homesteads,hearthfire_service,steward_furnishing_service,Steward furnishes Trophy Room,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; relevant section built,Pay steward to furnish over time,1500 gold,Personal steward,Steward eventually adds all possible furnishings to that section; route must choose self-building if selective furnishings matter.,needs_validation_later,Depends on section.,Bedrooms and family spaces affect adoption/home assignment.,Outsourcing furnishings trades gold/time for material and carry relief.,service_option,SRC-000032 | SRC-000245,SN-000075-hearthfire-construction-service-detail-expansion.md,Cellar remains excluded from steward furnishing service and must be self-furnished.
PROPDET-000087,OBJ-001950,All Hearthfire homesteads,hearthfire_service,steward_service,Hire carriage driver,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; prerequisite exterior option where noted,Hire through personal steward.,500 gold,Personal steward,Travel service for Survival Mode regional routing.,not_applicable,,,"Service can affect travel, food, income/material logistics, or household defaults.",service_option,SRC-000245 | SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,"Exact route use remains deferred to property recommendation, Survival Mode, and economy passes."
PROPDET-000088,OBJ-001949,All Hearthfire homesteads,hearthfire_service,steward_service,Hire bard,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; prerequisite exterior option where noted,Hire through personal steward.,1500 gold,Personal steward,Household flavor/service; final policy later.,not_applicable,,,"Service can affect travel, food, income/material logistics, or household defaults.",service_option,SRC-000245 | SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,"Exact route use remains deferred to property recommendation, Survival Mode, and economy passes."
PROPDET-000089,OBJ-001954,All Hearthfire homesteads,hearthfire_service,steward_service,Purchase homestead horse,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; prerequisite exterior option where noted,Requires exterior Stable option.,1000 gold,Personal steward,Horse travel service for Survival Mode.,not_applicable,,,"Service can affect travel, food, income/material logistics, or household defaults.",service_option,SRC-000245 | SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,"Exact route use remains deferred to property recommendation, Survival Mode, and economy passes."
PROPDET-000090,OBJ-000407,All Hearthfire homesteads,hearthfire_service,steward_service,Purchase cow,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; prerequisite exterior option where noted,Requires exterior Animal Pen option.,200 gold,Personal steward,Milk production over time if kitchen support exists.,not_applicable,,,"Service can affect travel, food, income/material logistics, or household defaults.",service_option,SRC-000245 | SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,"Exact route use remains deferred to property recommendation, Survival Mode, and economy passes."
PROPDET-000091,OBJ-000407,All Hearthfire homesteads,hearthfire_service,steward_service,Purchase chickens,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; prerequisite exterior option where noted,Requires exterior Animal Pen option.,25 gold each; up to three chickens,Personal steward,Chicken eggs production; UESP notes little advantage beyond completeness to more than one because there is one nest.,not_applicable,,,"Service can affect travel, food, income/material logistics, or household defaults.",service_option,SRC-000245 | SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,"Exact route use remains deferred to property recommendation, Survival Mode, and economy passes."
PROPDET-000092,OBJ-000407,All Hearthfire homesteads,hearthfire_service,steward_service,Buy lumber from steward,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; prerequisite exterior option where noted,Personal steward material purchase.,20 for 200 gold,Personal steward,Material procurement for construction.,not_applicable,,,"Service can affect travel, food, income/material logistics, or household defaults.",service_option,SRC-000245 | SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,"Exact route use remains deferred to property recommendation, Survival Mode, and economy passes."
PROPDET-000093,OBJ-000407,All Hearthfire homesteads,hearthfire_service,steward_service,Buy stone from steward,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; prerequisite exterior option where noted,Personal steward material purchase.,20 for 100 gold,Personal steward,Material procurement for construction.,not_applicable,,,"Service can affect travel, food, income/material logistics, or household defaults.",service_option,SRC-000245 | SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,"Exact route use remains deferred to property recommendation, Survival Mode, and economy passes."
PROPDET-000094,OBJ-000407,All Hearthfire homesteads,hearthfire_service,steward_service,Buy clay from steward,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; prerequisite exterior option where noted,Personal steward material purchase.,20 for 20 gold,Personal steward,Material procurement for construction.,not_applicable,,,"Service can affect travel, food, income/material logistics, or household defaults.",service_option,SRC-000245 | SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,"Exact route use remains deferred to property recommendation, Survival Mode, and economy passes."
PROPDET-000095,OBJ-000407,All Hearthfire homesteads,hearthfire_service,steward_service,Ask steward for building material shops,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,Personal steward assigned; prerequisite exterior option where noted,"Steward directs to nearby general goods store for glass, straw, and similar materials.",No direct cost,Personal steward,Material procurement routing; shop differs by homestead.,not_applicable,,,"Service can affect travel, food, income/material logistics, or household defaults.",service_option,SRC-000245 | SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,"Exact route use remains deferred to property recommendation, Survival Mode, and economy passes."
PROPDET-000096,OBJ-000407,All Hearthfire homesteads,hearthfire_construction,warning_deferred,Hearthfire build/furnish bug caution,hearthfire,Skyrim,Hearthfire homesteads,,Lakeview Manor | Windstad Manor | Heljarchen Hall,,Later warning layer must decide exact mitigation,,,UESP advises finishing building/furnishing each part at one time and adding furnishings separately or in small groups to avoid bugs/resource loss.,not_applicable,,,Material weight and overencumbrance are explicitly relevant to construction sessions.,validation_deferred,SRC-000032,SN-000075-hearthfire-construction-service-detail-expansion.md,This row records a downstream warning requirement only; exact PS4 behavior still needs bug-pass validation.
PROPDET-000097,OBJ-000659,Bloodchill Manor,ae_home,ownership_and_feature_summary,Bloodchill Cavern,ae_creation,Skyrim,Winterhold,Winterhold,Bloodchill Cavern | Bloodchill Manor,Complete Guests for Dinner / related quest,Earned by completing related quest,0 gold,,Fully furnished vampire mansion inside a cave; UESP Houses says 26 mannequins. Individual place page lists cave/home storage and crafting features.,source_lists_safe_home_storage,26 mannequins; display/storage audit needed.,Family support needs validation; vampire/non-vampire quest state may affect residents.,Cold-region cave home may be useful only after acquisition route is safe.,source_listed_detail,SRC-000063 | SRC-000064,SN-000076-ae-home-and-farm-detail-expansion.md,"Exact acquisition timing, display checklist, and safe-storage final policy remain deferred."
PROPDET-000098,OBJ-000660,Dead Man's Dread,ae_home,ownership_and_feature_summary,Dead Man's Dread,ae_creation,Skyrim,Blackbone Isle,Solstheim-adjacent,Blackbone Isle Grotto | Dead Man's Dread,Complete The Restless,Converted into player home after quest,0 gold,,"Fully furnished ship home; map inside provides one-way transport to Solitude, Dawnstar, Windhelm, and unlockable Castle Volkihar/Raven Rock destinations after discovery.",source_lists_safe_home_storage,Ship display/storage audit needed.,Has child room in place description; family support validation still deferred.,One-way transport can materially affect Survival Mode routing after acquisition.,source_listed_detail,SRC-000063 | SRC-000065,SN-000076-ae-home-and-farm-detail-expansion.md,"Exact acquisition timing, display checklist, and safe-storage final policy remain deferred."
PROPDET-000099,OBJ-000661,Gallows Hall,ae_home,ownership_and_feature_summary,Gallows Hall,ae_creation,Skyrim,Eastmarch,Eastmarch,North of Mara's Eye Pond | Gallows Hall,Complete Dreams of the Dead / related quest,Earned by completing related quest,0 gold,,"Fully furnished necromancer home; includes Bone Forge, Altar of the Revenant, sleep bed/coffin, cooking pot, anvil, workbench, grindstone, tanning rack, alchemy lab, arcane enchanter, storage, and display furniture.",source_lists_safe_home_storage,4 mannequins; 3 weapon plaques; display cases; necromancy-system audit.,Family support not listed in source summary and requires validation before route use.,Eastmarch home/crafting base with necromancy-system implications.,source_listed_detail,SRC-000063 | SRC-000066,SN-000076-ae-home-and-farm-detail-expansion.md,"Exact acquisition timing, display checklist, and safe-storage final policy remain deferred."
PROPDET-000100,OBJ-000664,Hendraheim,ae_home,ownership_and_feature_summary,Hendraheim,ae_creation,Skyrim,The Reach,The Reach,North of Bilegulch Mine | Hendraheim,Complete Hendraheim / related quest,Earned by completing related quest,0 gold,,Fully furnished Nordic hall; exterior smithing features and extensive armory/display interior described by place page.,source_lists_safe_home_storage,17 mannequins; weapon racks; display cases; dedicated collection display audit needed.,Spouse and adopted children can be moved into property per Houses summary.,Reach mountain home may have travel/cold planning value after acquisition.,source_listed_detail,SRC-000063 | SRC-000068,SN-000076-ae-home-and-farm-detail-expansion.md,"Exact acquisition timing, display checklist, and safe-storage final policy remain deferred."
PROPDET-000101,OBJ-000665,Myrwatch,ae_home,ownership_and_feature_summary,Myrwatch,ae_creation,Skyrim,Hjaalmarch,Hjaalmarch,East of Morthal | Myrwatch,Complete/enter Myrwatch related quest,Earned by completing related quest,0 gold,,"Fully furnished mage tower; extensive storage and crafting stations including smelting pot, grindstone, tanning rack, workbench, alchemy lab, arcane enchanter, cooking pot, staff enchanter, and All Forge.",source_lists_safe_home_storage,13 mannequins; gallery/display audit needed.,Spouse and adopted children can be moved into property per Houses summary.,"Strong early crafting/storage value, but exact start trigger and difficulty need later validation.",source_listed_detail,SRC-000063 | SRC-000069,SN-000076-ae-home-and-farm-detail-expansion.md,"Exact acquisition timing, display checklist, and safe-storage final policy remain deferred."
PROPDET-000102,OBJ-000666,Nchuanthumz,ae_home,ownership_and_feature_summary,Nchuanthumz,ae_creation,Skyrim,Eastmarch,Eastmarch,Frostroot Cave | Nchuanthumz,Complete The Sanctuary and the Manufactory,Earned by completing related quest,0 gold,,"Dwarven ruin player home; fully repaired state has many amenities, six beds, trophy bases, fertile soil, smithy, kitchen with oven, and broad crafting facilities.",source_lists_safe_home_storage,7 mannequins; large/small trophy bases; display audit needed.,Six beds listed; exact spouse/child support needs validation.,Remote cave home with crafting and food-production implications after quest completion.,source_listed_detail,SRC-000063 | SRC-000070,SN-000076-ae-home-and-farm-detail-expansion.md,"Exact acquisition timing, display checklist, and safe-storage final policy remain deferred."
PROPDET-000103,OBJ-000667,Shadowfoot Sanctum,ae_home,ownership_and_feature_summary,Shadowfoot Sanctum,ae_creation,Skyrim,The Rift,The Rift,Ratway beneath Riften | Shadowfoot Sanctum,Purchase through related quest/source,Purchased from Vekel the Man,"7,500 gold",,"Fully furnished sewer home; extensive storage, shrines, smelter, anvil, grindstone, tanning rack, workbench, alchemy lab, arcane enchanter, cooking pot, and oven.",source_lists_safe_home_storage,19 mannequins; thief-home display/storage audit needed.,Spouse and adopted children can be moved into property per Houses summary.,Two entrances and Riften/Ratway access are relevant to Survival Mode and Thieves Guild routing.,source_listed_detail,SRC-000063 | SRC-000071,SN-000076-ae-home-and-farm-detail-expansion.md,"Exact acquisition timing, display checklist, and safe-storage final policy remain deferred."
PROPDET-000104,OBJ-000668,Tundra Homestead,ae_home,ownership_and_feature_summary,Tundra Homestead,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,East of Whiterun | Tundra Homestead,Read Homestead For Sale / purchase from Whiterun steward,Purchased from Proventus Avenicci or Brill,"7,500 gold",,"Fully furnished cottage; extensive basement storage, shrines, smelter, anvil, grindstone, tanning rack, workbench, alchemy lab, arcane enchanter, cooking pot, baking surface, garden, and apiaries.",source_lists_safe_home_storage,10 mannequins; basement/display audit needed.,Spouse and adopted children can be moved into property per Houses summary.,Central Whiterun-region home has high Survival Mode storage/rest value after purchase.,source_listed_detail,SRC-000063 | SRC-000072,SN-000076-ae-home-and-farm-detail-expansion.md,"Exact acquisition timing, display checklist, and safe-storage final policy remain deferred."
PROPDET-000105,OBJ-000662,Goldenhills Plantation,ae_farm,ownership_summary,Goldenhills Plantation ownership and farm summary,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,East of Rorikstead | Goldenhills Plantation,Complete The Unquiet Dead,Claim farm after related quest,0 gold purchase,Personal steward can run farm after setup.,"Farm can be expanded for crops and livestock; UESP Houses notes 38 fertile soil plots, 44 after upgrading, farm profit from steward, and respawning Pantry Cupboard output.",source_lists_safe_home_storage,Library/display room tradeoff; farm display audit needed.,Can be run by follower steward or spouse; household and child-room policy deferred.,"Major food, income, and regional restock point after setup.",source_listed_detail,SRC-000063 | SRC-000067 | SRC-000075,SN-000076-ae-home-and-farm-detail-expansion.md,The Unquiet Dead bug mitigation remains in later start-trigger/bug passes.
PROPDET-000106,OBJ-000663,Goldenhills Plantation,ae_farm_service,farmhouse_furnishing_upgrade,Kitchen furnishings,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills steward hired,Order from Goldenhills personal steward,750 gold,Goldenhills personal steward,Interior steward furnishing option.,needs_validation_later,,,"Farmhouse upgrades affect crafting, storage, family, and food/income logistics.",service_option,SRC-000063 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D uses Tundra Homestead as family base; Goldenhills child-room versus display-room implementation remains TB-031G/TB-035 validation.
PROPDET-000107,OBJ-000663,Goldenhills Plantation,ae_farm_service,farmhouse_furnishing_upgrade,Dining area,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills steward hired,Order from Goldenhills personal steward,500 gold,Goldenhills personal steward,Interior steward furnishing option.,needs_validation_later,,,"Farmhouse upgrades affect crafting, storage, family, and food/income logistics.",service_option,SRC-000063 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D uses Tundra Homestead as family base; Goldenhills child-room versus display-room implementation remains TB-031G/TB-035 validation.
PROPDET-000108,OBJ-000663,Goldenhills Plantation,ae_farm_service,farmhouse_furnishing_upgrade,Alchemy and enchanting lab,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills steward hired,Order from Goldenhills personal steward,1000 gold,Goldenhills personal steward,Interior steward furnishing option adding crafting support.,needs_validation_later,,,"Farmhouse upgrades affect crafting, storage, family, and food/income logistics.",service_option,SRC-000063 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D uses Tundra Homestead as family base; Goldenhills child-room versus display-room implementation remains TB-031G/TB-035 validation.
PROPDET-000109,OBJ-000663,Goldenhills Plantation,ae_farm_service,farmhouse_furnishing_upgrade,Loft,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills steward hired,Order from Goldenhills personal steward,500 gold,Goldenhills personal steward,Interior steward furnishing option.,needs_validation_later,,,"Farmhouse upgrades affect crafting, storage, family, and food/income logistics.",service_option,SRC-000063 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D uses Tundra Homestead as family base; Goldenhills child-room versus display-room implementation remains TB-031G/TB-035 validation.
PROPDET-000110,OBJ-000663,Goldenhills Plantation,ae_farm_service,farmhouse_furnishing_upgrade,Master Bedroom,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills steward hired,Order from Goldenhills personal steward,750 gold,Goldenhills personal steward,Interior steward furnishing option.,needs_validation_later,,,"Farmhouse upgrades affect crafting, storage, family, and food/income logistics.",service_option,SRC-000063 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D uses Tundra Homestead as family base; Goldenhills child-room versus display-room implementation remains TB-031G/TB-035 validation.
PROPDET-000111,OBJ-000663,Goldenhills Plantation,ae_farm_service,farmhouse_furnishing_upgrade,Child's Bedroom,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills steward hired,Order from Goldenhills personal steward,500 gold,Goldenhills personal steward,"Interior steward furnishing option exclusive with Library and display room; can switch from Library/Display Room to Child's Bedroom, but not back.",needs_validation_later,,Child bedroom affects family support.,"Farmhouse upgrades affect crafting, storage, family, and food/income logistics.",mutually_exclusive_upgrade,SRC-000063 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D uses Tundra Homestead as family base; Goldenhills child-room versus display-room implementation remains TB-031G/TB-035 validation.
PROPDET-000112,OBJ-000663,Goldenhills Plantation,ae_farm_service,farmhouse_furnishing_upgrade,Library and display room,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills steward hired,Order from Goldenhills personal steward,750 gold,Goldenhills personal steward,Interior steward furnishing option exclusive with Child's Bedroom.,needs_validation_later,Library/display room has display relevance.,,"Farmhouse upgrades affect crafting, storage, family, and food/income logistics.",mutually_exclusive_upgrade,SRC-000063 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D uses Tundra Homestead as family base; Goldenhills child-room versus display-room implementation remains TB-031G/TB-035 validation.
PROPDET-000113,OBJ-000663,Goldenhills Plantation,ae_farm,farm_exterior_construction,Animal Pens,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,A Farmer's Life For Me farm setup; Farmer's Workbench available,Build at Farmer's Workbench,"3 Firewood, Nails",Self-built farm construction,"Builds animal pens; allows cows, goats, and chickens to be purchased for the farm.",needs_validation_later,,,"Farm exterior construction affects food, materials, transport, income, or crafting logistics.",material_planning_row,SRC-000074,SN-000076-ae-home-and-farm-detail-expansion.md,"Farming Construction total materials: 4 Iron Ingot, 21 Firewood, 2 Hinge, Lock, 3 Iron Fittings, 12 Quarried Stone, 7 Nails, 5 Straw."
PROPDET-000114,OBJ-000663,Goldenhills Plantation,ae_farm,farm_exterior_construction,Apiary,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,A Farmer's Life For Me farm setup; Farmer's Workbench available,Build at Farmer's Workbench,"2 Firewood, Nails, 2 Straw",Self-built farm construction,"Builds two apiaries that produce bees, honeycomb, and honey.",needs_validation_later,,,"Farm exterior construction affects food, materials, transport, income, or crafting logistics.",material_planning_row,SRC-000074,SN-000076-ae-home-and-farm-detail-expansion.md,"Farming Construction total materials: 4 Iron Ingot, 21 Firewood, 2 Hinge, Lock, 3 Iron Fittings, 12 Quarried Stone, 7 Nails, 5 Straw."
PROPDET-000115,OBJ-000663,Goldenhills Plantation,ae_farm,farm_exterior_construction,Blacksmithing Workshop,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,A Farmer's Life For Me farm setup; Farmer's Workbench available,Build at Farmer's Workbench,"4 Iron Ingot, 2 Firewood, Hinge, Iron Fittings, 2 Quarried Stone",Self-built farm construction,"Builds anvil, grindstone, armor workbench, tanning rack, and smelter.",needs_validation_later,,,"Farm exterior construction affects food, materials, transport, income, or crafting logistics.",material_planning_row,SRC-000074,SN-000076-ae-home-and-farm-detail-expansion.md,"Farming Construction total materials: 4 Iron Ingot, 21 Firewood, 2 Hinge, Lock, 3 Iron Fittings, 12 Quarried Stone, 7 Nails, 5 Straw."
PROPDET-000116,OBJ-000663,Goldenhills Plantation,ae_farm,farm_exterior_construction,Exterior Decoration,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,A Farmer's Life For Me farm setup; Farmer's Workbench available,Build at Farmer's Workbench,"2 Firewood, 3 Quarried Stone",Self-built farm construction,"Builds well, planter boxes, exterior furniture, and farmhouse decorations.",needs_validation_later,,,"Farm exterior construction affects food, materials, transport, income, or crafting logistics.",material_planning_row,SRC-000074,SN-000076-ae-home-and-farm-detail-expansion.md,"Farming Construction total materials: 4 Iron Ingot, 21 Firewood, 2 Hinge, Lock, 3 Iron Fittings, 12 Quarried Stone, 7 Nails, 5 Straw."
PROPDET-000117,OBJ-000663,Goldenhills Plantation,ae_farm,farm_exterior_construction,Farmhand Bunkhouse,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,A Farmer's Life For Me farm setup; Farmer's Workbench available,Build at Farmer's Workbench,"5 Firewood, 2 Nails, Hinge, Lock, 5 Quarried Stone, 3 Straw",Self-built farm construction,Builds cottage for hired help and increases farm productivity.,needs_validation_later,,Farmhand Bunkhouse affects staffing productivity.,"Farm exterior construction affects food, materials, transport, income, or crafting logistics.",material_planning_row,SRC-000074,SN-000076-ae-home-and-farm-detail-expansion.md,"Farming Construction total materials: 4 Iron Ingot, 21 Firewood, 2 Hinge, Lock, 3 Iron Fittings, 12 Quarried Stone, 7 Nails, 5 Straw."
PROPDET-000118,OBJ-000663,Goldenhills Plantation,ae_farm,farm_exterior_construction,Stable,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,A Farmer's Life For Me farm setup; Farmer's Workbench available,Build at Farmer's Workbench,"5 Firewood, 3 Nails",Self-built farm construction,Builds stable and allows a horse to be purchased for the farm.,needs_validation_later,,,"Farm exterior construction affects food, materials, transport, income, or crafting logistics.",material_planning_row,SRC-000074,SN-000076-ae-home-and-farm-detail-expansion.md,"Farming Construction total materials: 4 Iron Ingot, 21 Firewood, 2 Hinge, Lock, 3 Iron Fittings, 12 Quarried Stone, 7 Nails, 5 Straw."
PROPDET-000119,OBJ-000663,Goldenhills Plantation,ae_farm,farm_exterior_construction,Windmill,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,A Farmer's Life For Me farm setup; Farmer's Workbench available,Build at Farmer's Workbench,"2 Firewood, 2 Iron Fittings, 2 Quarried Stone",Self-built farm construction,Upgrades silo into windmill and adds grain mill for wheat into flour or straw.,needs_validation_later,,,"Farm exterior construction affects food, materials, transport, income, or crafting logistics.",material_planning_row,SRC-000074,SN-000076-ae-home-and-farm-detail-expansion.md,"Farming Construction total materials: 4 Iron Ingot, 21 Firewood, 2 Hinge, Lock, 3 Iron Fittings, 12 Quarried Stone, 7 Nails, 5 Straw."
PROPDET-000120,OBJ-001951,Goldenhills Plantation,ae_farm_service,farm_operation,Hire two farmhands through steward,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills Plantation claimed and farm setup progressed as required,Goldenhills steward can hire two farmhands.,500 gold,Goldenhills steward/overseer where applicable,Farm labor and productivity; candidate choice lives in NPC option table.,not_applicable,,,"Goldenhills operations can support food, income, horse travel, and regional resupply.",service_option,SRC-000075 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D chooses farm staffing defaults; TB-031E chooses crop policy and TB-031F bounds repeatable income/pantry behavior.
PROPDET-000121,OBJ-001954,Goldenhills Plantation,ae_farm_service,farm_operation,Buy Goldenhills horse,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills Plantation claimed and farm setup progressed as required,Goldenhills steward can buy a horse.,1000 gold,Goldenhills steward/overseer where applicable,Travel value and stable service.,not_applicable,,,"Goldenhills operations can support food, income, horse travel, and regional resupply.",service_option,SRC-000075 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D chooses farm staffing defaults; TB-031E chooses crop policy and TB-031F bounds repeatable income/pantry behavior.
PROPDET-000122,OBJ-000663,Goldenhills Plantation,ae_farm_service,farm_operation,Buy Goldenhills cow,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills Plantation claimed and farm setup progressed as required,Goldenhills steward can buy a cow.,300 gold,Goldenhills steward/overseer where applicable,Farm production.,not_applicable,,,"Goldenhills operations can support food, income, horse travel, and regional resupply.",service_option,SRC-000075 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D chooses farm staffing defaults; TB-031E chooses crop policy and TB-031F bounds repeatable income/pantry behavior.
PROPDET-000123,OBJ-000663,Goldenhills Plantation,ae_farm_service,farm_operation,Buy Goldenhills goats,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills Plantation claimed and farm setup progressed as required,Goldenhills steward can buy two goats.,200 gold,Goldenhills steward/overseer where applicable,Farm production.,not_applicable,,,"Goldenhills operations can support food, income, horse travel, and regional resupply.",service_option,SRC-000075 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D chooses farm staffing defaults; TB-031E chooses crop policy and TB-031F bounds repeatable income/pantry behavior.
PROPDET-000124,OBJ-000663,Goldenhills Plantation,ae_farm_service,farm_operation,Buy Goldenhills chickens,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills Plantation claimed and farm setup progressed as required,Goldenhills steward can buy three chickens.,100 gold,Goldenhills steward/overseer where applicable,Farm production.,not_applicable,,,"Goldenhills operations can support food, income, horse travel, and regional resupply.",service_option,SRC-000075 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D chooses farm staffing defaults; TB-031E chooses crop policy and TB-031F bounds repeatable income/pantry behavior.
PROPDET-000125,OBJ-000663,Goldenhills Plantation,ae_farm_service,farm_operation,Plant 10 crops,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills Plantation claimed and farm setup progressed as required,A Farmer's Life For Me requires planting 10 crops.,Any plantable food or ingredient,Goldenhills steward/overseer where applicable,Initial farm setup and later pantry output.,not_applicable,,,"Goldenhills operations can support food, income, horse travel, and regional resupply.",service_option,SRC-000075 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D chooses farm staffing defaults; TB-031E chooses crop policy and TB-031F bounds repeatable income/pantry behavior.
PROPDET-000126,OBJ-000663,Goldenhills Plantation,ae_farm_service,farm_operation,Collect farm income,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills Plantation claimed and farm setup progressed as required,A Farmer's Life For Me includes waiting for the farm to start making money and collecting daily profit.,"Wait a few days, then collect from overseer/steward",Goldenhills steward/overseer where applicable,Income loop; route should bound or appendix-repeat this later.,not_applicable,,,"Goldenhills operations can support food, income, horse travel, and regional resupply.",validation_deferred,SRC-000075 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D chooses farm staffing defaults; TB-031E chooses crop policy and TB-031F bounds repeatable income/pantry behavior.
PROPDET-000127,OBJ-000663,Goldenhills Plantation,ae_farm_service,farm_operation,Collect pantry harvest,ae_creation,Skyrim,Whiterun Hold,Whiterun Hold,Goldenhills Plantation,Goldenhills Plantation claimed and farm setup progressed as required,A Farmer's Life For Me sends player to collect extra harvested produce from the pantry.,Pantry Cupboard output over time,Goldenhills steward/overseer where applicable,Food/restock value for Survival Mode.,source_lists_storage_output,,,"Goldenhills operations can support food, income, horse travel, and regional resupply.",validation_deferred,SRC-000075 | SRC-000245,SN-000076-ae-home-and-farm-detail-expansion.md,TB-031D chooses farm staffing defaults; TB-031E chooses crop policy and TB-031F bounds repeatable income/pantry behavior.
