objective_id,objective_name,category,route_placement,routing_rigidity,route_block,disposition,source_corridor,candidate_status,route_index_status,prototype_status,gate_status,constraint_count,constraint_types,hard_level_gate,leveled_reward_threshold,threshold_trigger,parent_objective_id,parent_objective_name,parent_route_block,deferred_to,reason,notes
OBJ-001543,Vigilant's Report,book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,ready_for_route_pass,support_candidate_conditional,none,0,,,,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001544,Viriya's Hastily Written Letter,book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,constraint_backed_needs_review,support_candidate_conditional,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001545,Wanted: A Seafood Feast,book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,ready_for_route_pass,support_candidate_conditional,none,0,,,,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001546,Wanted: Fishing Tutor,book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,ready_for_route_pass,support_candidate_conditional,none,0,,,,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001547,Warrior's Challenge,book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,ready_for_route_pass,support_candidate_conditional,none,0,,,,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001548,Wild Horse Notes,book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,ready_for_route_pass,support_candidate_conditional,none,0,,,,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001549,Yakhtu's Journal,book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,ready_for_route_pass,support_candidate_conditional,none,0,,,,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001550,Zaharia's Note,book_document,main_route,dependency_flexible,G07,route_block,,single_support_candidate,ready_for_route_pass,inserted_support_candidate,leveled_reward,0,,,not_applicable,,,,,route_block,Single support candidate assigned to the matching route block; availability remains conditional.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001551,Zaria's Note from Jarl,book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,ready_for_route_pass,support_candidate_conditional,none,0,,,,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001552,Letter from Shogarz gro-Batul,book_document,main_route,dependency_flexible,G06,route_block,,single_support_candidate,ready_for_route_pass,inserted_support_candidate,none,0,,,,,,,,route_block,Single support candidate assigned to the matching route block; availability remains conditional.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001553,Orders (Orcish Scaled),book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,ready_for_route_pass,support_candidate_conditional,leveled_reward,0,,,not_applicable,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001554,Skorvild's Journal,book_document,main_route,dependency_flexible,,conditional_support,,single_support_candidate,ready_for_route_pass,support_candidate_conditional,none,0,,,,,,,,TB-031E,Single support candidate lacks a resolved route block; inspect support row before placement.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001555,Artifact: The Rueful Axe,unique_item,branch_route,branch_only,,branch_deferred,,no_route_candidate_data,ready_for_route_pass,held_branch_deferred,none,0,,,,,,,,TB-034/TB-037,Branch-exclusive row; use the TB-029 branch prototype; TB-034 places branch steps and TB-037 validates reload/canonical restoration.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001556,Artifact: Wuuthrad,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001557,Artifact: Auriel's Bow,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,branch_or_hard_save,1,trophy_dependency,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001558,Artifact: Dwarven Black Bow of Fate,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001559,Artifact: Nightingale Bow,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001560,Artifact: Keening,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001561,Artifact: Mehrunes' Razor,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001562,Artifact: Bloodskal Blade,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001563,Artifact: Ebony Blade,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001564,Artifact: Mace of Molag Bal,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001565,Artifact: Aetherial Staff,unique_item,branch_route,windowed,,branch_deferred,,no_route_candidate_data,constraint_backed_needs_review,held_branch_deferred,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,TB-034/TB-037,Branch-exclusive row; use the TB-029 branch prototype; TB-034 places branch steps and TB-037 validates reload/canonical restoration.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001566,Artifact: Miraak's Staff,unique_item,main_route,fixed_late,G13,route_block,,no_route_candidate_data,constraint_backed_needs_review,held_hard_gate,leveled_reward,1,cell_entry_lock,,Level 60+,final_battle_corpse_appearance,OBJ-000419,At the Summit of Apocrypha,G13,level_60_miraak_final,Level/reward-governed row; preserve the mapped threshold and trigger before final route prose.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001567,Artifact: Sanguine Rose,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001568,Artifact: Staff of Magnus,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001569,Artifact: Skull of Corruption,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001570,Artifact: Wabbajack,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001571,Artifact: Chillrend,unique_item,main_route,fixed_late,G10,route_block,,no_route_candidate_data,constraint_backed_needs_review,held_hard_gate,leveled_reward,1,cell_entry_lock,,Level 46+,first_enter_cell,OBJ-000043,The Pursuit,G10,level_46_classic_reward_loop,Level/reward-governed row; preserve the mapped threshold and trigger before final route prose.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001572,Artifact: Dawnbreaker,unique_item,main_route,windowed,,anchored_window,,no_route_candidate_data,ready_for_route_pass,anchored_window,hard_level_gate,0,,Level 12,,,,,,route_anchor_window,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001573,Artifact: Dragonbane,unique_item,main_route,fixed_late,G10,route_block,,no_route_candidate_data,constraint_backed_needs_review,held_hard_gate,leveled_reward,1,cell_entry_lock,,Level 46+,first_enter_cell,OBJ-000010,Alduin's Wall,G10,level_46_classic_reward_loop,Level/reward-governed row; preserve the mapped threshold and trigger before final route prose.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001574,Artifact: Harkon's Sword,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001575,Artifact: Miraak's Sword,unique_item,main_route,fixed_late,G13,route_block,,no_route_candidate_data,constraint_backed_needs_review,held_hard_gate,leveled_reward,1,cell_entry_lock,,Level 60+,final_battle_corpse_appearance,OBJ-000419,At the Summit of Apocrypha,G13,level_60_miraak_final,Level/reward-governed row; preserve the mapped threshold and trigger before final route prose.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001576,Artifact: Nightingale Blade,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001577,Artifact: Dawnguard Rune Axe,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001578,Artifact: Dawnguard Rune Hammer,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001579,Artifact: Volendrung,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001580,Artifact: Ebony Mail,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001581,Artifact: Savior's Hide,unique_item,branch_route,windowed,,branch_deferred,,no_route_candidate_data,ready_for_route_pass,held_branch_deferred,none,0,,,,,,,,TB-034/TB-037,Branch-exclusive row; use the TB-029 branch prototype; TB-034 places branch steps and TB-037 validates reload/canonical restoration.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001582,Artifact: Miraak's Boots,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001583,Artifact: Miraak's Gloves,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001584,Artifact: Masque of Clavicus Vile,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001585,Artifact: Aetherial Shield,unique_item,branch_route,windowed,,branch_deferred,,no_route_candidate_data,constraint_backed_needs_review,held_branch_deferred,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,TB-034/TB-037,Branch-exclusive row; use the TB-029 branch prototype; TB-034 places branch steps and TB-037 validates reload/canonical restoration.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001586,Artifact: Auriel's Shield,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001587,Artifact: Dawnguard Rune Shield,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001588,Artifact: Shield of Ysgramor,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001589,Artifact: Spellbreaker,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001590,Artifact: Targe of the Blooded,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001591,Artifact: Ahzidal (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001592,Artifact: Dukaan (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001593,Artifact: Hevnoraak (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001594,Artifact: Konahrik (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001595,Artifact: Krosis (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001596,Artifact: Miraak (Dragon Priest Mask),unique_item,main_route,fixed_late,G13,route_block,,no_route_candidate_data,constraint_backed_needs_review,held_hard_gate,leveled_reward,1,cell_entry_lock,,Level 60+,final_battle_corpse_appearance,OBJ-000419,At the Summit of Apocrypha,G13,level_60_miraak_final,Level/reward-governed row; preserve the mapped threshold and trigger before final route prose.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001597,Artifact: Morokei (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001598,Artifact: Nahkriin (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001599,Artifact: Otar (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001600,Artifact: Rahgot (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001601,Artifact: Vokun (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001602,Artifact: Volsung (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001603,Artifact: Wooden Mask (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001604,Artifact: Zahkriisos (Dragon Priest Mask),unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001605,Artifact: Amulet of Articulation,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001606,Artifact: Necromancer Amulet,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001607,Artifact: Aetherial Crown,unique_item,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001608,Artifact: Ring of Hircine,unique_item,main_route,windowed,,anchored_window,,no_route_candidate_data,ready_for_route_pass,anchored_window,none,0,,,,,,,,route_anchor_window,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001609,Artifact: Ring of Namira,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001610,Artifact: Archmage's Robes,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001611,Artifact: Miraak's Robes,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001612,Artifact: Azura's Star,unique_item,branch_route,branch_only,,branch_deferred,,no_route_candidate_data,ready_for_route_pass,held_branch_deferred,none,0,,,,,,,,TB-034/TB-037,Branch-exclusive row; use the TB-029 branch prototype; TB-034 places branch steps and TB-037 validates reload/canonical restoration.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001613,Artifact: The Black Star,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001614,Artifact: The White Phial,unique_item,main_route,windowed,,anchored_window,,no_route_candidate_data,ready_for_route_pass,anchored_window,hard_level_gate,0,,The Throat of the World complete,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001615,Unique Item: Bloodcursed Elven Arrow,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001616,Unique Item: Sunhallowed Elven Arrow,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001617,Unique Item: Drainblood Battleaxe,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001618,Unique Item: Steel Battleaxe of Fiery Souls,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001619,Unique Item: The Woodsman's Friend,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001620,Unique Item: Angi's Bow,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-001621,Unique Item: Bow of the Hunt,unique_item,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-031B/TB-031E/TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
